#AGE= 1.000 EEPS=271
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
204 2.089561 3.7032 3.1390 1.3851 1.2238 1.8516 1.2354 1.0175 0.9421 0.9107 1.3075
205 2.089787 3.7017 3.1158 1.4025 1.1825 1.8177 1.1956 0.9747 0.8975 0.8654 1.2676
206 2.090014 3.7003 3.0933 1.4194 1.1423 1.7848 1.1567 0.9331 0.8541 0.8212 1.2286
207 2.090241 3.6990 3.0708 1.4363 1.1019 1.7516 1.1178 0.8913 0.8107 0.7769 1.1896
208 2.090466 3.6976 3.0483 1.4537 1.0606 1.7173 1.0778 0.8487 0.7665 0.7318 1.1496
209 2.090688 3.6963 3.0257 1.4713 1.0184 1.6818 1.0370 0.8053 0.7214 0.6861 1.1087
210 2.090900 3.6951 3.0024 1.4896 0.9749 1.6450 0.9947 0.7604 0.6751 0.6390 1.0663
211 2.091119 3.6938 2.9800 1.5070 0.9332 1.6098 0.9543 0.7175 0.6306 0.5938 1.0258
212 2.091339 3.6926 2.9574 1.5245 0.8913 1.5748 0.9139 0.6744 0.5858 0.5484 0.9853
213 2.091555 3.6914 2.9347 1.5425 0.8486 1.5389 0.8726 0.6305 0.5405 0.5021 0.9438
214 2.091770 3.6902 2.9119 1.5605 0.8058 1.5024 0.8311 0.5864 0.4948 0.4558 0.9021
215 2.091984 3.6889 2.8891 1.5784 0.7631 1.4664 0.7898 0.5425 0.4493 0.4095 0.8607
216 2.092197 3.6877 2.8665 1.5964 0.7205 1.4304 0.7486 0.4987 0.4040 0.3634 0.8194
217 2.092217 3.6876 2.8643 1.5981 0.7165 1.4271 0.7447 0.4946 0.3997 0.3591 0.8154
218 2.092238 3.6875 2.8622 1.5998 0.7125 1.4237 0.7408 0.4905 0.3954 0.3547 0.8115
219 2.092257 3.6874 2.8600 1.6015 0.7084 1.4202 0.7369 0.4864 0.3911 0.3504 0.8076
220 2.092278 3.6873 2.8579 1.6032 0.7044 1.4169 0.7331 0.4821 0.3868 0.3460 0.8037
221 2.092297 3.6872 2.8557 1.6049 0.7003 1.4135 0.7291 0.4780 0.3825 0.3417 0.7998
222 2.092318 3.6871 2.8536 1.6066 0.6963 1.4100 0.7252 0.4739 0.3782 0.3373 0.7958
223 2.092338 3.6869 2.8514 1.6083 0.6922 1.4066 0.7213 0.4697 0.3740 0.3330 0.7919
