raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
114.4473927,21.6203683,0.002,0.003,16.281,0.005,16.009,0.002,15.934,0.002,15.931,0.004
114.4475338,21.2957753,0.02,0.02,22.39,0.178,21.342,0.059,20.842,0.056,20.409,0.093
114.4476271,21.60112,0.005,0.006,19.47,0.023,19.008,0.004,18.661,0.007,18.531,0.01
114.4476805,21.2748807,0.006,0.013,15.698,0.002,15.431,0.002,15.366,0.002,15.352,0.006
114.4477212,21.4405859,0.004,0.019,17.697,0.003,17.247,0.002,17.097,0.004,17.052,0.003
114.4477259,21.5335559,0.003,0.004,17.396,0.004,16.987,0.003,16.846,0.004,16.825,0.004
114.4477459,21.4455882,0.01,0.01,21.943,0.082,20.89,0.015,20.151,0.034,19.769,0.052
114.4478036,21.7891063,0.003,0.006,16.019,0.003,15.63,0.002,15.506,0.002,15.478,0.004
114.448049,21.3924288,0.027,0.029,21.051,0.036,20.142,0.01,19.64,0.021,19.466,0.027
114.4480491,21.6155793,0.018,0.017,22.569,0.18,21.412,0.04,20.518,0.016,20.223,0.022
114.4481423,21.5813497,0.018,0.019,21.895,0.135,21.051,0.052,20.69,0.018,20.408,0.061
114.4482039,21.7272923,0.003,0.008,15.684,0.001,15.427,0.002,15.332,0.005,15.322,0.006
114.4483738,21.3808286,0.004,0.025,19.306,0.009,18.205,0.004,17.617,0.013,17.308,0.009
114.4485217,21.6954989,0.002,0.007,16.843,0.003,16.527,0.001,16.407,0.002,16.407,0.003
114.4485298,21.643979,0.017,0.023,21.439,0.051,21.342,0.027,20.834,0.061,20.607,0.183
114.4490567,21.7832243,0.025,0.015,22.045,0.066,21.064,0.02,20.792,0.041,20.491,0.09
114.4493384,21.7910627,0.007,0.005,20.893,0.02,20.42,0.01,20.252,0.015,20.164,0.031
114.4494566,21.7967747,0.002,0.004,15.665,0.002,15.343,0.001,15.245,0.002,15.237,0.000635
114.4495007,21.5843237,0.016,0.013,22.159,0.182,20.966,0.076,20.073,0.027,19.621,0.036
114.4495522,21.6546751,0.024,0.036,22.285,0.279,21.192,0.018,20.137,0.012,19.643,0.052
114.4495541,21.5577031,0.028,0.031,21.839,0.163,21.183,0.033,20.812,0.051,20.517,0.032
114.4497899,21.3909626,0.003,0.002,20.954,0.032,19.806,0.006,18.833,0.01,18.388,0.021
114.449826,21.7800032,0.002,0.002,16.546,0.002,16.04,0.002,15.877,0.003,15.813,0.004
114.4499489,21.8000002,0.005,0.015,19.823,0.009,19.271,0.004,19.07,0.01,18.99,0.039
114.449983,21.2901853,0.027,0.027,22.379,0.151,21.744,0.029,21.317,0.056,21.219,0.059
114.4501049,21.37179,0.014,0.013,21.343,0.094,20.869,0.02,20.633,0.043,20.623,0.075
114.4501327,21.7547602,0.018,0.025,21.663,0.046,20.479,0.012,19.78,0.012,19.462,0.032
114.450146,21.5356661,0.012,0.015,21.399,0.074,20.606,0.028,20.414,0.042,19.845,0.032
114.4501644,21.3554084,0.013,0.075,20.469,0.023,19.349,0.005,18.794,0.006,18.525,0.012
114.450402,21.5618747,0.004,0.007,18.728,0.006,18.424,0.004,18.321,0.008,18.332,0.004
114.4505518,21.8654694,0.003,0.005,19.334,0.005,19.003,0.008,18.873,0.007,18.843,0.012
114.450826,21.5971847,0.022,0.021,22.247,0.06,21.56,0.041,20.888,0.038,20.587,0.011
114.4512543,21.4688795,0.005,0.011,17.012,0.006,16.659,0.002,16.556,0.004,16.537,0.004
114.4513565,21.6868145,0.007,0.01,21.743,0.078,20.38,0.022,19.44,0.021,19.025,0.026
114.4514278,21.4306218,0.025,0.025,22.1,0.188,21.334,0.034,21.068,0.063,20.701,0.016
114.4516137,21.8083229,0.022,0.024,21.871,0.002,20.836,0.024,20.893,0.061,20.408,0.139
114.451679,21.78261,0.203,0.246,21.425,0.054,20.226,0.021,19.586,0.032,19.14,0.044
114.4523312,21.4073651,0.02,0.028,21.512,0.046,21.367,0.029,21.048,0.046,20.542,0.029
114.4523964,21.6548593,0.021,0.021,21.562,0.083,21.379,0.045,21.368,0.039,20.926,0.234
114.4524246,21.71945,0.004,0.004,14.806,0.002,14.619,0.004,14.588,0.004,14.615,0.003
114.4526872,21.7603237,0.016,0.008,19.375,0.006,18.925,0.005,18.731,0.006,18.633,0.006
114.4527676,21.2783366,0.003,0.009,15.908,0.002,15.449,0.001,15.28,0.004,15.226,0.005
114.4527964,21.8097748,0.002,0.005,16.366,0.004,15.857,0.002,15.666,0.003,15.601,0.003
114.4529885,21.5264272,0.007,0.004,18.985,0.006,18.491,0.004,18.306,0.008,18.273,0.008
114.4529887,21.5537491,0.01,0.01,22.033,0.043,20.831,0.03,20.085,0.017,19.788,0.03
114.4531036,21.458174,0.01,0.017,20.821,0.015,19.576,0.006,18.531,0.008,18.037,0.009
114.4531379,21.2844614,0.02,0.02,22.08,0.252,22.086,0.085,20.658,0.03,19.988,0.038
114.4531709,21.6843324,0.02,0.001,19.941,0.014,18.873,0.007,18.456,0.006,18.306,0.009
114.4532989,21.8244344,0.004,0.004,18.458,0.009,17.913,0.002,17.691,0.004,17.613,0.01
114.4533433,21.323935,0.027,0.189,20.943,0.046,19.615,0.016,18.851,0.019,18.602,0.026
114.4533835,21.6947568,0.067,0.04,21.855,0.041,21.035,0.046,20.947,0.061,20.543,0.056
114.4535406,21.492057,0.005,0.003,18.037,0.002,17.48,0.003,17.287,0.011,17.223,0.008
114.4535595,21.7035801,0.004,0.004,15.806,0.002,14.573,0.001,13.706,0.001,13.187,0.003
114.453678,21.428535,0.013,0.013,21.133,0.026,20.818,0.021,20.65,0.032,20.594,0.116
114.4536791,21.6334488,0.002,0.004,17.141,0.003,16.769,0.002,16.652,0.003,16.63,0.003
114.4536814,21.5160435,0.007,0.007,21.829,0.069,20.908,0.023,19.55,0.011,18.959,0.021
114.4538293,21.7317794,0.01,0.009,22.181,0.113,21.055,0.033,19.919,0.016,19.416,0.019
114.4540676,21.3208486,0.086,0.043,21.677,0.107,21.445,0.01,21.511,0.149,21.142,0.188
114.4540856,21.5831292,0.011,0.011,22.121,0.002,20.973,0.031,19.883,0.023,19.374,0.012
114.4541334,21.8554939,0.002,0.002,17.498,0.003,16.684,0.002,16.358,0.003,16.224,0.003
114.4545407,21.3761671,0.015,0.013,21.046,0.061,20.691,0.011,20.591,0.056,20.473,0.049
114.4545967,21.3671618,0.015,0.041,20.036,0.006,18.919,0.005,18.321,0.005,18.044,0.012
114.454616,21.6528084,0.01,0.02,16.922,0.002,16.58,0.002,16.466,0.003,16.46,0.002
114.4550679,21.5782873,0.003,0.007,18.364,0.007,18.07,0.004,17.948,0.007,17.93,0.013
114.4552361,21.7112311,0.006,0.008,20.395,0.028,19.319,0.02,18.957,0.015,18.555,0.086
114.4555599,21.8252654,0.012,0.012,22.047,0.11,21.217,0.033,20.382,0.016,19.997,0.069
114.4556823,21.6620785,0.027,0.02,21.446,0.034,20.363,0.012,19.725,0.011,19.45,0.038
114.4557405,21.4669324,0.006,0.007,19.344,0.018,18.12,0.003,17.418,0.003,17.103,0.003
114.4558667,21.5936277,0.018,0.003,17.745,0.007,17.331,0.003,17.162,0.005,17.11,0.008
114.4561171,21.6308113,0.012,0.002,20.577,0.022,19.451,0.005,18.906,0.006,18.668,0.017
114.4562097,21.5200617,0.021,0.018,21.789,0.089,20.94,0.049,20.553,0.049,20.146,0.044
114.4563091,21.4453496,0.023,0.022,22.368,0.183,21.957,0.072,20.8,0.042,20.252,0.085
114.4563745,21.3168232,0.004,0.009,15.049,0.004,14.705,0.002,14.579,0.005,14.547,0.006
114.4565992,21.7553737,0.011,0.01,22.003,0.062,20.919,0.022,20.16,0.014,19.823,0.046
114.4567229,21.8446864,0.004,0.003,20.265,0.024,19.072,0.007,18.214,0.008,17.795,0.008
114.4567728,21.7269402,0.072,0.047,21.843,0.206,21.585,0.039,21.006,0.151,19.829,0.141
114.456948,21.7683172,0.011,0.005,22.007,0.232,20.819,0.017,19.904,0.019,19.402,0.043
114.4569622,21.4340029,0.016,0.017,21.424,0.048,20.16,0.016,19.21,0.014,18.739,0.024
114.457003,21.5686929,0.008,0.008,19.493,0.013,18.462,0.004,18.042,0.005,17.845,0.006
114.4570389,21.7456355,0.005,0.011,19.859,0.013,19.653,0.013,19.562,0.015,19.592,0.064
114.4570479,21.5032138,0.007,0.005,17.814,0.006,17.266,0.003,17.05,0.005,16.966,0.003
114.4570557,21.5718832,0.013,0.013,21.718,0.046,20.95,0.025,20.533,0.023,20.309,0.056
114.4571422,21.5863215,0.038,0.012,19.041,0.008,17.814,0.004,16.552,0.004,15.976,0.00069
114.4571956,21.4416628,0.002,0.002,15.711,0.002,15.504,0.002,15.46,0.003,15.483,0.004
114.4572646,21.8563577,0.009,0.004,19.681,0.01,18.83,0.007,18.497,0.005,18.36,0.017
114.457473,21.6696638,0.024,0.001,18.134,0.008,17.597,0.004,17.369,0.007,17.31,0.013
114.457783,21.7404153,0.014,0.002,20.087,0.012,18.807,0.006,17.965,0.002,17.573,0.017
114.457881,21.7756521,0.005,0.003,20.563,0.028,19.849,0.01,19.534,0.02,19.383,0.019
114.4578817,21.8732967,0.01,0.002,15.996,0.002,15.551,0.002,15.373,0.003,15.344,0.004
114.4579519,21.7477384,0.023,0.022,21.624,0.177,21.801,0.055,20.87,0.051,20.472,0.056
114.4580129,21.6605882,0.018,0.036,21.008,0.039,19.876,0.008,18.91,0.01,18.511,0.012
114.4581629,21.6492734,0.006,0.017,17.113,0.002,16.592,0.001,16.43,0.004,16.373,0.005
114.4583255,21.7839832,0.03,0.029,22.151,0.217,21.834,0.037,21.353,0.028,21.255,0.14
114.4584157,21.569234,0.022,0.029,21.728,0.082,21.312,0.031,21.129,0.032,20.797,0.174
114.4584419,21.3811722,0.026,0.029,20.031,0.022,19.744,0.008,19.657,0.014,19.641,0.079
114.4585421,21.6687112,0.008,0.002,18.357,0.006,17.778,0.003,17.561,0.005,17.468,0.006
114.458636,21.6847185,0.019,0.02,21.568,0.064,21.237,0.026,21.03,0.034,20.821,0.18
114.4586783,21.6082094,0.042,0.032,21.532,0.039,21.093,0.038,20.817,0.037,20.638,0.091
114.4587112,21.7051652,0.014,0.034,20.639,0.019,19.719,0.031,19.198,0.008,19.004,0.015
114.4588014,21.8043995,0.004,0.006,15.467,0.002,14.927,0.001,14.73,0.004,14.65,0.005
114.4588143,21.3883373,0.023,0.022,22.282,0.105,21.498,0.037,21.007,0.045,20.448,0.148
114.4590921,21.7344309,0.006,0.017,20.666,0.028,20.346,0.013,20.193,0.016,20.155,0.036
114.4591544,21.3320546,0.016,0.2,20.752,0.03,20.284,0.021,20.141,0.035,20.133,0.031
114.4595283,21.6709358,0.003,0.006,16.37,0.003,15.732,0.002,15.472,0.002,15.344,0.005
114.4595663,21.4616434,0.021,0.021,22.082,0.123,21.34,0.014,20.962,0.025,20.473,0.132
114.4596212,21.7198262,0.003,0.016,18.607,0.006,18.206,0.006,18.041,0.006,17.978,0.007
114.4596239,21.50399,0.014,0.014,21.994,0.257,21.222,0.058,20.331,0.014,19.93,0.042
114.4598808,21.3466169,0.011,0.012,21.024,0.045,20.582,0.014,20.355,0.037,20.232,0.047
114.4599711,21.4313397,0.01,0.01,22.306,0.179,21.15,0.023,19.986,0.011,19.439,0.03
114.4601966,21.3132781,0.029,0.019,21.843,0.148,21.062,0.053,20.73,0.067,20.584,0.068
114.4603221,21.3275241,0.011,0.165,18.512,0.009,17.894,0.004,17.673,0.005,17.588,0.012
114.4603909,21.6908034,0.011,0.011,21.167,0.06,20.57,0.019,20.4,0.022,20.364,0.188
114.4605831,21.5175509,0.02,0.03,21.848,0.281,21.538,0.036,20.385,0.015,19.74,0.036
114.4606127,21.5504215,0.006,0.003,17.725,0.006,17.414,0.003,17.311,0.007,17.299,0.005
114.4607343,21.2685559,0.043,0.015,18.598,0.004,17.889,0.003,17.612,0.005,17.509,0.006
114.4608407,21.3072137,0.003,0.014,18.238,0.025,17.147,0.009,16.753,0.008,16.546,0.007
114.4608485,21.6552737,0.049,0.041,22.199,0.228,21.542,0.034,21.686,0.087,21.349,0.168
114.4610328,21.5756795,0.01,0.014,21.372,0.031,20.488,0.011,20.174,0.033,20.051,0.028
114.4610523,21.6352055,0.008,0.008,21.286,0.064,20.344,0.01,19.931,0.015,19.654,0.036
114.4611581,21.6173048,0.01,0.003,17.893,0.004,17.327,0.002,17.082,0.002,16.966,0.004
114.4611652,21.5527033,0.026,0.024,21.774,0.175,21.509,0.043,21.007,0.098,21.087,0.196
114.4612344,21.5666978,0.002,0.003,19.183,0.008,18.605,0.003,18.391,0.004,18.309,0.01
114.4612853,21.7593915,0.002,0.008,15.09,0.002,14.723,0.002,14.599,0.002,14.59,0.001
114.4612954,21.8720308,0.04,0.04,21.879,0.062,21.859,0.086,21.497,0.091,20.683,0.177
114.461338,21.4640608,0.006,0.013,20.37,0.043,19.278,0.011,18.872,0.016,18.718,0.014
114.4615517,21.8555429,0.011,0.01,21.912,0.201,21.11,0.025,20.294,0.027,19.889,0.027
114.461599,21.6606826,0.025,0.043,20.607,0.028,19.534,0.006,19.049,0.011,18.897,0.024
114.4616155,21.3788221,0.029,0.024,21.809,0.223,20.553,0.02,19.538,0.025,19.078,0.039
114.4618791,21.6647365,0.004,0.002,19.653,0.008,18.63,0.004,18.186,0.007,17.992,0.011
114.4620093,21.5880065,0.007,0.001,17.837,0.004,17.364,0.003,17.198,0.003,17.147,0.006
114.4620223,21.715071,0.006,0.013,19.482,0.008,18.585,0.005,18.219,0.004,18.064,0.005
114.4620483,21.7975891,0.005,0.004,21.341,0.036,20.154,0.015,18.828,0.006,18.206,0.014
114.4621136,21.8691146,0.009,0.01,21.58,0.095,20.31,0.014,19.393,0.007,19.007,0.038
114.462256,21.7840207,0.016,0.009,21.886,0.201,20.764,0.022,19.786,0.031,19.268,0.025
114.4624818,21.4325485,0.007,0.006,20.907,0.019,19.619,0.007,18.363,0.006,17.805,0.01
114.4626754,21.673874,0.019,0.009,19.951,0.02,19.382,0.009,19.151,0.01,19.019,0.008
114.462725,21.5995451,0.012,0.006,20.395,0.013,19.146,0.007,18.078,0.004,17.601,0.011
114.4628088,21.5834529,0.004,0.008,20.983,0.015,19.723,0.008,19.086,0.007,18.758,0.016
114.4628706,21.4392119,0.014,0.015,21.201,0.022,21.07,0.021,20.775,0.034,20.511,0.09
114.462961,21.4657948,0.077,0.19,21.42,0.152,21.976,0.14,21.236,0.029,20.536,0.043
114.4631828,21.4012066,0.009,0.016,19.913,0.014,19.55,0.008,19.396,0.011,19.373,0.025
114.4632203,21.8332714,0.004,0.001,20.079,0.018,19.549,0.006,19.344,0.009,19.272,0.027
114.4636958,21.4325531,0.013,0.018,20.783,0.019,19.598,0.005,19.059,0.009,18.804,0.008
114.4637305,21.7295073,0.005,0.012,18.541,0.005,17.709,0.003,17.37,0.002,17.215,0.004
114.4638114,21.341073,0.042,0.044,21.902,0.195,21.501,0.028,20.938,0.112,20.594,0.023
114.4638467,21.5438995,0.003,0.00092,14.866,0.002,14.674,0.002,14.643,0.003,14.668,0.003
114.4638592,21.4891221,0.024,0.021,21.534,0.044,20.345,0.012,19.697,0.007,19.362,0.013
114.463863,21.2892424,0.009,0.008,22.124,0.117,21.056,0.019,19.715,0.011,19.077,0.023
114.4639632,21.5658289,0.055,0.059,21.274,0.062,21.006,0.124,21.091,0.109,20.993,0.1
114.4640303,21.5343252,0.021,0.016,22.17,0.1,21.148,0.036,20.591,0.034,20.225,0.059
114.4642269,21.5781493,0.005,0.00095,16.922,0.002,16.453,0.003,16.303,0.002,16.273,0.003
114.4642778,21.5826078,0.004,0.003,17.691,0.008,18.029,0.004,18.343,0.007,18.615,0.021
114.4644325,21.6439342,0.01,0.012,21.924,0.173,21.027,0.037,20.121,0.013,19.714,0.031
114.464448,21.6697637,0.012,0.016,21.012,0.064,19.762,0.008,19.153,0.01,18.865,0.024
114.4646443,21.6834561,0.004,0.005,16.308,0.011,15.922,0.002,15.78,0.003,15.735,0.006
114.4646466,21.7741199,0.004,0.011,20.2,0.016,19.222,0.005,18.816,0.005,18.615,0.007
114.4646818,21.8824661,0.024,0.016,21.476,0.057,20.652,0.016,19.25,0.016,18.627,0.008
114.4648708,21.6020135,0.018,0.017,22.344,0.162,21.11,0.046,20.289,0.027,19.785,0.059
114.4649703,21.6866169,0.053,0.036,22.35,0.152,21.807,0.061,21.683,0.04,21.34,0.162
114.4650482,21.7077523,0.011,0.016,20.077,0.012,19.634,0.005,19.449,0.011,19.363,0.03
114.4652284,21.879678,0.007,0.003,16.248,0.004,15.538,0.001,15.2,0.003,15.036,0.005
114.4652491,21.6076916,0.012,0.007,19.433,0.01,18.297,0.006,17.69,0.005,17.384,0.004
114.4652799,21.3324177,0.03,0.095,21.223,0.078,20.014,0.022,19.085,0.014,18.711,0.012
114.4653137,21.8138608,0.009,0.004,21.706,0.04,20.508,0.026,19.347,0.01,18.799,0.022
114.4655583,21.6766365,0.009,0.009,22.018,0.19,20.912,0.017,19.749,0.029,19.299,0.037
114.465862,21.4732362,0.013,0.013,21.248,0.034,20.884,0.015,20.804,0.027,20.756,0.111
114.4659338,21.5230066,0.026,0.026,22.14,0.203,21.747,0.049,21.031,0.019,20.627,0.045
114.4659962,21.4579337,0.016,0.003,15.651,0.003,15.062,0.002,14.849,0.002,14.769,0.002
114.4662352,21.2662489,0.007,0.022,18.341,0.006,17.783,0.007,17.578,0.005,17.486,0.006
114.466243,21.765459,0.011,0.011,21.778,0.041,20.678,0.036,20.202,0.028,19.972,0.051
114.466297,21.5069419,0.007,0.003,21.901,0.081,20.962,0.013,19.928,0.011,19.434,0.044
114.4663273,21.6189649,0.014,0.003,20.696,0.033,20.049,0.014,19.747,0.016,19.649,0.021
114.4664309,21.6210104,0.007,0.009,19.375,0.01,18.915,0.008,18.747,0.006,18.712,0.05
114.466498,21.4812299,0.283,0.085,21.898,0.162,21.327,0.099,21.003,0.088,20.399,0.156
114.4665167,21.7292275,0.008,0.014,19.514,0.017,18.461,0.004,18.003,0.005,17.802,0.009
114.4665636,21.6458057,0.002,0.006,17.877,0.002,17.289,0.003,17.076,0.003,17.002,0.006
114.4665746,21.4812168,0.059,0.051,21.485,0.151,21.563,0.072,20.851,0.095,20.549,0.111
114.4667228,21.4618462,0.005,0.004,17.694,0.005,17.286,0.002,17.152,0.003,17.113,0.006
114.4669066,21.5952001,0.005,0.02,20.261,0.017,19.899,0.009,19.798,0.023,19.718,0.027
114.466989,21.3223049,0.024,0.161,18.349,0.092,17.476,0.006,17.048,0.007,16.808,0.008
114.4670355,21.6519147,0.002,0.004,16.704,0.003,16.384,0.002,16.286,0.003,16.28,0.002
114.4670964,21.8415278,0.008,0.002,19.16,0.007,18.341,0.004,17.975,0.003,17.828,0.01
114.4672139,21.517054,0.012,0.002,19.916,0.013,19.033,0.01,18.64,0.01,18.482,0.013
114.4673559,21.6405004,0.016,0.016,21.791,0.146,21.795,0.072,20.673,0.016,19.975,0.045
114.4673583,21.2722575,0.011,0.009,21.721,0.141,20.87,0.016,20.132,0.02,19.844,0.038
114.4673671,21.5595511,0.006,0.003,18.782,0.008,18.51,0.004,18.433,0.009,18.411,0.016
114.4675537,21.5136479,0.013,0.014,22.091,0.133,21.175,0.024,20.36,0.015,19.976,0.02
114.4675652,21.393256,0.017,0.013,18.069,0.008,17.563,0.003,17.388,0.004,17.324,0.007
114.4677579,21.3327475,0.015,0.13,15.391,0.003,14.593,0.004,14.287,0.01,14.146,0.003
114.4679118,21.4656818,0.019,0.01,21.918,0.115,20.604,0.035,19.369,0.016,18.742,0.02
114.4680503,21.5972487,0.016,0.014,22.174,0.087,20.951,0.027,19.86,0.014,19.324,0.023
114.4681765,21.3229254,0.016,0.118,13.213,-999,13.114,-999,13.104,-999,13.284,0.01
114.4681898,21.4642179,0.003,0.004,16.859,0.005,16.459,0.002,16.329,0.004,16.294,0.004
114.4682934,21.2804755,0.04,0.013,20.863,0.023,19.771,0.01,19.187,0.012,18.917,0.016
114.468385,21.694585,0.031,0.029,21.846,0.227,22.159,0.064,20.944,0.13,20.12,0.024
114.4684493,21.5476847,0.026,0.029,22.352,0.051,21.035,0.039,20.528,0.014,20.105,0.036
114.4684517,21.3788475,0.031,0.033,21.055,0.092,19.764,0.022,18.905,0.003,18.512,0.01
114.4685506,21.4563848,0.016,0.019,20.921,0.028,20.454,0.013,20.157,0.025,20.055,0.024
114.4686948,21.7794725,0.022,0.009,19.666,0.035,19.422,0.03,19.282,0.019,19.143,0.047
114.4688515,21.6461383,0.021,0.002,20.694,0.023,19.621,0.015,19.116,0.006,18.867,0.015
114.4690298,21.8619902,0.014,0.027,21.325,0.05,20.201,0.008,19.274,0.014,18.854,0.002
114.4693434,21.6073352,0.008,0.013,21.332,0.028,20.183,0.011,19.572,0.015,19.294,0.016
114.4693692,21.742554,0.002,0.006,14.467,0.000858,14.278,0.005,14.203,0.001,14.235,0.004
114.4695158,21.8721483,0.003,0.007,21.768,0.078,20.59,0.019,19.147,0.011,18.515,0.018
114.4695753,21.5344938,0.003,0.003,19.768,0.009,18.904,0.008,18.53,0.005,18.404,0.016
114.469617,21.6026928,0.008,0.003,21.32,0.063,20.107,0.007,18.719,0.009,18.107,0.011
114.4696245,21.2880718,0.016,0.017,22.7,0.198,21.674,0.026,20.557,0.031,20.038,0.035
114.4696285,21.7338984,0.01,0.026,20.386,0.023,20.046,0.008,19.916,0.028,19.967,0.107
114.4698906,21.689009,0.021,0.01,18.213,0.008,17.761,0.004,17.572,0.005,17.526,0.003
114.4699122,21.3315906,0.011,0.153,16.89,0.003,16.32,0.005,16.102,0.007,16.034,0.004
114.4701131,21.8013208,0.012,0.005,21.082,0.04,20.694,0.016,20.542,0.028,20.383,0.066
114.4702587,21.4665565,0.017,0.021,21.693,0.064,20.457,0.017,19.844,0.021,19.457,0.013
114.4706866,21.5220033,0.007,0.007,22.021,0.057,20.988,0.038,19.453,0.011,18.726,0.01
114.4707421,21.8468422,0.011,0.013,21.024,0.051,20.591,0.018,20.344,0.047,20.172,0.055
114.4707957,21.7239086,0.011,0.018,19.492,0.009,19.202,0.008,19.104,0.012,19.125,0.025
114.4710443,21.677446,0.022,0.005,18.114,0.002,17.835,0.008,17.712,0.008,17.683,0.01
114.4711355,21.5297201,0.007,0.007,20.305,0.013,19.928,0.01,19.813,0.015,19.824,0.044
114.4711666,21.8143311,0.004,0.005,18.464,0.007,17.873,0.003,17.627,0.002,17.541,0.011
114.4712617,21.8518493,0.002,0.001,18.932,0.007,18.131,0.002,17.765,0.005,17.609,0.003
114.471273,21.7688916,0.004,0.016,20.623,0.015,19.403,0.008,18.311,0.005,17.809,0.01
114.4713972,21.3796452,0.003,0.034,17.288,0.006,16.84,0.003,16.676,0.002,16.63,0.007
114.4716006,21.6549605,0.006,0.004,18.912,0.004,18.202,0.004,17.937,0.012,17.801,0.009
114.4719727,21.6429697,0.019,0.019,21.94,0.067,21.232,0.055,20.932,0.032,20.574,0.02
114.472046,21.5383091,0.004,0.012,19.238,0.004,18.855,0.003,18.721,0.007,18.638,0.009
114.4722419,21.6836565,0.004,0.012,13.302,-999,13.045,-999,12.968,-999,12.954,-999
114.4722795,21.73528,0.013,0.018,19.854,0.011,19.564,0.014,19.426,0.014,19.349,0.028
114.4723389,21.4066837,0.007,0.007,21.689,0.053,20.515,0.014,19.482,0.01,19.059,0.029
114.4723727,21.5855631,0.002,0.00097,18.635,0.009,18.202,0.003,18.031,0.006,18.005,0.01
114.4724276,21.7874809,0.008,0.008,20.468,0.017,19.992,0.009,19.902,0.026,19.871,0.039
114.4724315,21.4083457,0.049,0.061,22.348,0.173,22.17,0.08,21.386,0.11,20.64,0.13
114.472483,21.4729657,0.011,0.01,21.766,0.094,20.745,0.021,20.169,0.034,19.882,0.072
114.472527,21.5164887,0.006,0.002,18.382,0.01,18.139,0.005,18.042,0.007,18.041,0.007
114.4725409,21.3425134,0.009,0.099,19.218,0.014,18.847,0.005,18.72,0.012,18.648,0.016
114.4726897,21.830972,0.007,0.005,19.959,0.026,18.816,0.009,18.231,0.003,17.961,0.005
114.4727189,21.3445373,0.003,0.052,17.713,0.006,16.941,0.004,16.612,0.005,16.473,0.008
114.4728894,21.5030121,0.007,0.014,20.755,0.02,20.418,0.027,20.261,0.019,20.204,0.035
114.4729149,21.6817682,0.013,0.005,20.329,0,19.304,0.053,18.201,0.011,17.575,0.01
114.4729385,21.8092933,0.019,0.031,21.539,0.144,21.028,0.025,20.949,0.042,20.433,0.136
114.4729639,21.5487799,0.002,0.012,19.028,0.007,18.344,0.004,18.093,0.004,17.978,0.006
114.4731704,21.2910566,0.016,0.003,19.965,0.027,18.707,0.005,17.612,0.004,17.11,0.009
114.4733687,21.5783479,0.004,0.001,15.55,0.005,15.267,0.004,15.18,0.002,15.175,0.003
114.47338,21.8489307,0.097,0.243,18.314,0.008,22.121,0.016,20.672,0.028,19.967,0.02
114.4733907,21.6325144,0.008,0.002,17.442,0.002,16.835,0.002,16.593,0.004,16.496,0.006
114.4734963,21.4699126,0.003,0.009,20.633,0.015,19.443,0.007,18.672,0.008,18.307,0.007
114.473722,21.8548126,0.002,0.003,16.023,0.002,15.095,0.002,14.732,0.001,14.58,0.004
114.4737323,21.8703798,0.006,0.007,19.695,0.018,18.639,0.004,18.12,0.005,17.875,0.005
114.4737382,21.5679875,0.023,0.022,20.725,0.027,20.422,0.025,20.241,0.015,20.144,0.032
114.4737551,21.7435157,0.005,0.008,21.392,0.032,20.266,0.012,18.86,0.005,18.203,0.015
114.4738835,21.8248981,0.003,0.002,14.907,0.003,14.548,0.002,14.431,0.001,14.424,0.002
114.4739204,21.8329787,0.007,0.001,20.989,0.021,20.015,0.013,19.605,0.007,19.395,0.003
114.4740306,21.5913534,0.003,0.005,16.373,0.002,15.876,0.005,15.696,0.003,15.631,0.003
114.4742338,21.5382071,0.01,0.119,22.213,0.159,20.893,0.019,19.989,0.011,19.545,0.042
114.4742804,21.6163614,0.022,0.022,22.032,0.036,21.411,0.023,21.212,0.047,20.617,0.19
114.4744372,21.6287134,0.003,0.002,19.898,0.013,18.599,0.004,17.607,0.002,17.147,0.003
114.4745467,21.683631,0.016,0.005,19.904,0.031,19.39,0.031,18.836,0.02,18.526,0.029
114.4745799,21.7293785,0.005,0.025,20.509,0.022,19.29,0.005,18.612,0.006,18.287,0.015
114.474638,21.5632795,0.039,0.032,21.758,0.152,21.216,0.083,21.086,0.223,20.75,0.046
