raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr
114.7203548,21.7173382,0.003,0.002,17.022,0.003,16.615,0.002,16.473,0.003,16.449,0.002
114.7203911,21.612356,0.018,0.014,21.84,0.032,21.23,0.032,20.286,0.021,19.838,0.05
114.7204185,21.8645084,0.01,0.008,19.831,0.007,18.998,0.007,18.636,0.007,18.501,0.012
114.7204294,21.5993324,0.018,0.016,21.846,0.178,21.154,0.022,20.444,0.06,20.041,0.02
114.7209871,21.6427999,0.027,0.017,18.94,0.01,18.445,0.008,18.346,0.019,18.177,0.022
114.7212473,21.6105857,0.022,0.013,21.444,0.075,20.377,0.017,19.691,0.049,19.441,0.011
114.7212658,21.829188,0.015,0.002,17.869,0.004,17.294,0.005,17.066,0.005,16.978,0.006
114.7212674,21.7435638,0.013,0.006,20.716,0.011,19.5,0.004,18.709,0.008,18.376,0.012
114.7212744,21.8326073,0.01,0.01,20.941,0.034,20.108,0.007,19.727,0.016,19.53,0.048
114.7213159,21.5504149,0.002,0.008,18.115,0.007,17.588,0.003,17.391,0.003,17.334,0.006
114.7213444,21.5080888,0.028,0.014,19.781,0.024,19.47,0.009,19.327,0.014,19.331,0.024
114.7215618,21.7970796,0.009,0.003,18.139,0.004,16.936,0.003,16.096,0.003,15.711,0.002
114.7216005,21.2743784,0.017,0.027,21.347,0.09,20.694,0.047,20.295,0.054,19.939,0.077
114.721634,21.414816,0.018,0.014,22.51,0.2,21.021,0.026,20.436,0.035,20.074,0.035
114.7218484,21.5445412,0.007,0.006,16.713,0.004,16.442,0.001,16.346,0.005,16.326,0.007
114.7218595,21.6707728,0.009,0.005,18.988,0.009,18.397,0.004,18.192,0.004,18.125,0.009
114.7219127,21.269106,0.008,0.008,21.726,0.031,20.52,0.017,19.719,0.016,19.348,0.016
114.7219281,21.8111319,0.006,0.005,19.144,0.007,18.835,0.006,18.739,0.004,18.728,0.013
114.7220339,21.7776169,0.003,0.002,17.982,0.004,17.734,0.003,17.659,0.008,17.634,0.006
114.7220411,21.451834,0.002,0.015,16.478,0.002,16.05,0.003,15.893,0.005,15.832,0.003
114.722212,21.5602846,0.007,0.007,17.244,0.004,16.857,0.002,16.725,0.003,16.698,0.007
114.7222466,21.5718024,0.006,0.003,18.695,0.009,17.47,0.004,16.736,0.002,16.399,0.003
114.7222959,21.2624474,0.025,0.037,21.39,0.069,21.068,0.029,20.798,0.061,20.475,0.08
114.722374,21.8435064,0.012,0.024,21.929,0.167,20.734,0.017,19.653,0.021,19.203,0.032
114.7223942,21.3459827,0.147,0.103,19.813,0.038,19.655,0.016,19.488,0.033,19.445,0.021
114.7224907,21.3007298,0.012,0.009,21.273,0.035,20.638,0.03,20.31,0.034,20.107,0.045
114.7226215,21.7075657,0.009,0.008,18.11,0.012,17.628,0.003,17.411,0.007,17.362,0.008
114.7226643,21.343181,0.018,0.007,21.99,0.345,21.038,0.029,19.969,0.037,19.452,0.032
114.7228739,21.5300351,0.015,0.004,19.25,0.01,18.524,0.004,18.254,0.006,18.138,0.011
114.7228921,21.4867441,0.006,0.002,18.295,0.005,17.718,0.004,17.481,0.003,17.396,0.006
114.7229634,21.8056729,0.005,0.044,12.949,-999,13.456,-999,16.154,0.004,15.988,0.007
114.7229721,21.3323805,0.007,0.016,12.295,-999,11.979,-999,11.873,-999,11.843,-999
114.7229825,21.4075689,0.004,0.007,19.064,0.008,18.736,0.005,18.617,0.005,18.621,0.009
114.7230476,21.8631155,0.014,0.011,21.517,0.168,21.025,0.027,20.292,0.022,20.049,0.055
114.7231272,21.7496334,0.005,0.002,15.949,0.002,15.697,0.002,15.63,0.003,15.631,0.003
114.7231697,21.3821281,0.023,0.027,22.023,0.173,21.603,0.062,20.957,0.014,20.446,0.066
114.7231827,21.4403347,0.009,0.009,21.233,0.041,20.583,0.019,20.22,0.037,20.117,0.029
114.7232092,21.6258032,0.029,0.017,21.963,0.023,20.937,0.049,20.385,0.017,19.972,0.094
114.7232412,21.8043813,0.011,0.012,12.588,-999,12.46,-999,12.432,-999,12.406,-999
114.7234414,21.4892134,0.022,0.024,20.696,0.06,20.782,0.04,20.416,0.065,20.371,0.064
114.7234728,21.4318233,0.009,0.025,15.931,0.002,15.533,0.001,15.38,0.004,15.335,0.003
114.7237583,21.7670805,0.002,0.006,15.314,0.000142,15.093,0.003,15.023,0.001,15.059,0.006
114.7239473,21.8858201,0.014,0.014,21.482,0.028,20.954,0.019,20.724,0.058,20.385,0.067
114.7239926,21.4513917,0.014,0.018,21.757,0.133,20.956,0.026,19.77,0.025,19.209,0.021
114.7240124,21.3210866,0.003,0.002,16.697,0.005,16.381,0.003,16.259,0.002,16.23,0.003
114.7240146,21.5888546,0.004,0.009,17.549,0.003,17.258,0.003,17.178,0.003,17.172,0.004
114.7241294,21.7698022,0.06,0.041,22.141,0.153,21.436,0.057,21.422,0.047,21.251,0.155
114.7242725,21.6947161,0.017,0.005,20.881,0.037,19.748,0.008,19.199,0.008,18.992,0.005
114.7243146,21.6384992,0.087,0.024,21.444,0.053,20.256,0.021,19.64,0.02,19.313,0.023
114.724329,21.7217464,0.01,0.019,18.694,0.005,18.309,0.009,18.174,0.007,18.137,0.006
114.7243801,21.7131932,0.009,0.014,21.703,0.141,20.851,0.042,19.557,0.013,19.001,0.012
114.7246351,21.5182679,0.003,0.02,18.963,0.011,18.267,0.005,17.998,0.007,17.901,0.007
114.724648,21.787872,0.008,0.007,19.053,0.008,18.55,0.004,18.345,0.006,18.258,0.018
114.7247283,21.8402956,0.014,0.014,21.762,0.171,21.38,0.04,20.444,0.022,19.945,0.017
114.7247913,21.4019102,0.007,0.007,21.764,0.057,20.555,0.014,19.578,0.012,19.089,0.022
114.7249371,21.7240482,0.014,0.014,13.785,0.003,13.667,0.036,13.428,-999,13.305,0.001
114.7249792,21.8672964,0.009,0.00096,18.384,0.007,17.588,0.003,17.25,0.004,17.099,0.006
114.7250622,21.6528292,0.009,0.005,17.391,0.003,16.983,0.002,16.827,0.007,16.807,0.008
114.7251073,21.3162273,0.004,0.004,19.222,0.009,18.903,0.003,18.787,0.007,18.777,0.006
114.7252614,21.4154713,0.01,0.011,21.168,0.039,20.687,0.015,20.521,0.018,20.442,0.035
114.7252906,21.4987275,0.016,0.009,19.319,0.014,18.522,0.004,18.223,0.008,18.103,0.006
114.7253931,21.8233445,0.013,0.014,17.323,0.004,16.871,0.004,16.695,0.005,16.658,0.008
114.7254399,21.7089731,0.073,0.063,11.836,-999,11.623,-999,11.569,-999,11.569,-999
114.7254401,21.4849726,0.005,0.004,21.118,0.043,19.997,0.014,19.48,0.017,19.234,0.028
114.7255394,21.8684782,0.008,0.002,21.21,0.019,19.942,0.011,18.949,0.012,18.516,0.016
114.7255603,21.4313117,0.007,0.029,17.715,0.004,17.239,0.003,17.066,0.005,17.008,0.005
114.7255624,21.5766582,0.016,0.016,21.303,0.026,21.353,0.029,21.168,0.035,20.726,0.051
114.7258286,21.8105285,0.02,0.014,21.605,0.067,21.081,0.046,20.701,0.026,20.208,0.156
114.7258538,21.2670118,0.006,0.007,19.163,0.007,18.831,0.008,18.71,0.007,18.72,0.011
114.7258556,21.4087589,0.009,0.011,21.588,0.043,20.474,0.014,19.768,0.009,19.446,0.028
114.7258581,21.4455723,0.008,0.023,19.161,0.008,18.764,0.005,18.635,0.009,18.587,0.012
114.7258698,21.6381225,0.034,0.019,20.124,0.013,18.91,0.006,18.181,0.008,17.845,0.01
114.7259396,21.4620614,0.022,0.021,21.704,0.084,21.3,0.083,21.015,0.05,20.797,0.053
114.7260958,21.7846168,0.022,0.015,20.959,0.041,19.764,0.006,19.171,0.006,18.834,0.015
114.7260961,21.6924495,0.007,0.013,20.786,0.031,19.465,0.005,18.312,0.004,17.785,0.006
114.7262163,21.6182161,0.006,0.01,18.462,0.006,18.146,0.006,18.02,0.004,18.011,0.005
114.7262179,21.7476496,0.007,0.008,19.314,0.028,18.91,0.027,18.472,0.04,18.046,0.063
114.7265552,21.7883947,0.007,0.004,21.186,0.04,19.946,0.009,19.276,0.01,18.958,0.025
114.7266106,21.508241,0.035,0.03,21.763,0.037,21.485,0.053,21.123,0.042,20.462,0.073
114.7266295,21.3889267,0.024,0.004,21.014,0.042,19.858,0.01,19.328,0.021,19.052,0.023
114.7267624,21.4408028,0.003,0.028,20.34,0.033,19.169,0.004,18.282,0.005,17.87,0.005
114.7268569,21.6698857,0.031,0.012,21.847,0.098,20.619,0.013,19.883,0.016,19.583,0.019
114.7268691,21.416298,0.013,0.005,19.798,0.014,19.47,0.008,19.37,0.006,19.348,0.021
114.7269318,21.3585035,0.019,0.008,20.511,0.032,19.656,0.007,19.329,0.021,19.122,0.015
114.7270289,21.7217979,0.038,0.064,21.513,0.146,20.925,0.025,20.348,0.007,20.046,0.038
114.7271231,21.4883219,0.006,0.006,21.026,0.045,19.913,0.013,19.343,0.009,19.097,0.022
114.7275395,21.468841,0.003,0.004,16.193,0.003,15.572,0.003,15.316,0.003,15.208,0.003
114.7276818,21.3480994,0.014,0.015,22.089,0.128,21.249,0.03,20.748,0.031,20.327,0.06
114.7276957,21.5010249,0.038,0.016,21.783,0.136,20.762,0.027,20.131,0.02,19.812,0.021
114.7277093,21.5258068,0.004,0.003,19.213,0.01,18.839,0.006,18.742,0.005,18.697,0.012
114.7279585,21.794971,0.012,0.012,21.259,0.041,20.801,0.02,20.676,0.02,20.493,0.047
114.7282943,21.8621483,0.011,0.011,20.899,0.041,20.44,0.019,20.172,0.04,20.024,0.069
114.7283104,21.6111946,0.008,0.011,20.282,0.016,19.268,0.005,18.839,0.009,18.651,0.018
114.7283779,21.6294477,0.006,0.003,17.572,0.007,17.082,0.000905,16.88,0.004,16.834,0.009
114.7285341,21.6528084,0.005,0.009,18.429,0.007,18.172,0.004,18.086,0.005,18.093,0.007
114.7285782,21.7367452,0.004,0.01,19.657,0.012,18.505,0.004,17.936,0.006,17.674,0.005
114.7288487,21.5166797,0.007,0.013,20.812,0.03,19.523,0.006,18.644,0.009,18.233,0.014
114.7288789,21.265848,0.012,0.012,22.233,0.159,20.928,0.052,19.957,0.014,19.54,0.041
114.7290687,21.7229159,0.014,0.014,21.034,0.033,20.677,0.019,20.319,0.054,20.083,0.044
114.7291069,21.443406,0.004,0.006,19.625,0.019,19.199,0.035,18.821,0.025,18.742,0.023
114.7291222,21.8050221,0.008,0.015,20.03,0.027,19.768,0.01,19.651,0.013,19.608,0.034
114.7291629,21.756808,0.004,0.002,18.035,0.005,17.471,0.002,17.219,0.003,17.119,0.004
114.7291745,21.7690993,0.039,0.034,21.928,0.181,22.149,0.107,21.336,0.039,20.664,0.081
114.7293394,21.5196222,0.017,0.022,21.688,0.052,21.207,0.028,20.982,0.04,20.745,0.058
114.7294733,21.7299403,0.013,0.003,17.954,0.003,16.903,0.002,16.398,0.004,16.187,0.003
114.7297618,21.5663483,0.004,0.005,16.429,0.002,15.948,0.004,15.781,0.003,15.73,0.003
114.7297726,21.6146793,0.018,0.005,21.847,0.041,20.852,0.016,19.438,0.016,18.713,0.013
114.7297871,21.41925,0.03,0.033,21.966,0.115,21.436,0.044,21.027,0.051,20.297,0.224
114.7298446,21.8232405,0.005,0.002,20.677,0.034,19.369,0.006,18.455,0.006,18.047,0.007
114.7299711,21.4508677,0.009,0.009,22.075,0.015,21.456,0.047,20.087,0.019,19.441,0.021
114.7299901,21.3014704,0.014,0.012,21.548,0.056,20.285,0.019,19.188,0.009,18.727,0.022
114.7300692,21.6327246,0.038,0.038,20.602,0.009,19.547,0.016,19.076,0.009,18.848,0.029
114.7302457,21.6029578,0.009,0.004,19.246,0.007,18.95,0.005,18.855,0.009,18.851,0.014
114.7303106,21.8537427,0.012,0.012,21.297,0.09,20.323,0.025,19.884,0.028,19.456,0.029
114.7303701,21.3920925,0.013,0.011,21.142,0.053,20.61,0.016,20.357,0.04,20.442,0.169
114.7306277,21.8253897,0.032,0.028,21.909,0.094,21.774,0.038,21.501,0.085,20.998,0.12
114.7310169,21.3881332,0.013,0.013,21.911,0.162,21.289,0.017,20.48,0.024,20.127,0.032
114.7310456,21.5263822,0.017,0.013,18.991,0.009,17.885,0.004,17.397,0.004,17.176,0.003
114.7312573,21.7697347,0.003,0.007,19.357,0.012,18.437,0.003,18.06,0.003,17.888,0.006
114.7313405,21.6038542,0.006,0.012,21.242,0.04,19.989,0.009,18.928,0.008,18.392,0.013
114.7315169,21.7707648,0.004,0.004,20.521,0.019,19.255,0.005,18.486,0.005,18.088,0.002
114.7315178,21.6339002,0.02,0.008,18.085,0.005,17.601,0.005,17.367,0.004,17.291,0.007
114.7315993,21.3653023,0.015,0.011,21.756,0.094,20.535,0.02,19.112,0.014,18.442,0.016
114.7318067,21.7230986,0.011,0.012,21.474,0.064,20.174,0.02,19.582,0.019,19.291,0.032
114.7320732,21.6592873,0.006,0.007,20.342,0.022,19.322,0.008,18.913,0.017,18.7,0.012
114.7321675,21.4064685,0.006,0.005,20.7,0.034,19.424,0.005,18.677,0.004,18.304,0.012
114.7322946,21.5707255,0.003,0.014,18.357,0.004,17.661,0.004,17.359,0.005,17.221,0.004
114.7324817,21.6397654,0.011,0.028,20.995,0.034,20.477,0.015,20.306,0.036,20.228,0.039
114.7324867,21.7076803,0.014,0.022,19.695,0.01,18.766,0.008,18.382,0.004,18.2,0.017
114.7326535,21.5614152,0.009,0.006,16.865,0.005,16.509,0.003,16.371,0.003,16.338,0.003
114.7327394,21.8038772,0.01,0.007,20.566,0.028,20.014,0.015,19.585,0.027,19.426,0.016
114.7327965,21.8363125,0.009,0.009,21.741,0.021,20.602,0.022,20.041,0.009,19.773,0.051
114.7328636,21.3183615,0.015,0.003,21.497,0.039,20.262,0.011,19.458,0.007,19.101,0.017
114.7328926,21.3599507,0.015,0.013,20.118,0.016,19.671,0.008,19.498,0.014,19.399,0.032
114.7329139,21.3111439,0.011,0.011,21.685,0.151,20.854,0.015,20.171,0.024,19.833,0.029
114.7329309,21.3276759,0.008,0.006,18.983,0.006,18.506,0.005,18.33,0.005,18.241,0.008
114.7330586,21.8281106,0.006,0.007,20.609,0.05,19.677,0.01,19.219,0.009,18.962,0.018
114.7331562,21.8546696,0.015,0.005,13.963,0.002,13.7,0.011,13.597,0.001,13.62,0.005
114.7332525,21.4592847,0.007,0.017,16.684,0.003,16.358,0.003,16.239,0.003,16.218,0.003
114.7332589,21.5406558,0.012,0.011,21.276,0.061,20.533,0.022,20.119,0.04,19.773,0.027
114.7333094,21.625084,0.009,0.02,20.392,0.015,19.422,0.008,18.98,0.007,18.749,0.009
114.733446,21.641703,0.002,0.003,17.082,0.005,16.64,0.003,16.464,0.004,16.424,0.004
114.7334805,21.3138584,0.016,0.019,21.636,0.066,21.2,0.027,21.155,0.024,20.913,0.196
114.7335662,21.8288412,0.003,0.002,17.78,0.004,17.443,0.003,17.324,0.005,17.306,0.006
114.733687,21.7463407,0.012,0.01,19.162,0.01,18.24,0.004,17.874,0.004,17.705,0.004
114.7337923,21.5330416,0.014,0.007,17.171,0.003,16.789,0.003,16.654,0.002,16.634,0.009
114.7340882,21.2976897,0.005,0.013,17.385,0.003,17.03,0.004,16.907,0.006,16.877,0.004
114.7343528,21.7077612,0.018,0.016,16.049,0.001,15.799,0.004,15.723,0.003,15.749,0.005
114.7344831,21.781747,0.002,0.005,17.782,0.005,16.854,0.003,16.476,0.002,16.297,0.002
114.7345174,21.6156373,0.013,0.009,21.726,0.163,21.015,0.03,19.835,0.024,19.182,0.014
114.7345983,21.6325565,0.006,0.002,16.938,0.002,16.462,0.002,16.259,0.003,16.199,0.006
114.7346348,21.6131778,0.018,0.01,20.949,0.045,20.502,0.012,20.35,0.037,20.202,0.023
114.7346883,21.6064376,0.03,0.035,21.779,0.049,21.418,0.051,21.07,0.033,20.873,0.017
114.7346909,21.8355582,0.006,0.002,18.007,0.004,17.539,0.003,17.375,0.004,17.322,0.006
114.7347353,21.6370612,0.03,0.004,19.951,0.013,19.023,0.006,18.668,0.005,18.483,0.008
114.7348201,21.4974215,0.051,0.057,21.658,0.128,21.396,0.075,20.909,0.09,20.526,0.083
114.7351372,21.3305306,0.011,0.011,22.237,0.162,21.431,0.027,20.158,0.014,19.552,0.032
114.7351797,21.8215419,0.002,0.002,19.152,0.006,17.924,0.003,17.157,0.005,16.792,0.007
114.7352025,21.2758994,0.015,0.002,17.526,0.004,16.919,0.004,16.693,0.004,16.606,0.008
114.7352196,21.8498872,0.006,0.023,19.404,0.008,19.166,0.005,19.097,0.01,19.012,0.023
114.7352676,21.6548162,0.004,0.007,18.382,0.002,17.446,0.002,17.05,0.003,16.866,0.004
114.7355462,21.6777733,0.032,0.023,22.006,0.181,21.617,0.039,21.07,0.04,20.561,0.184
114.7357902,21.7217343,0.012,0.008,24.746,-999,19.44,0.01,18.881,0.015,18.559,0.025
114.7357977,21.7661673,0.01,0.008,20.902,0.028,20.27,0.014,20.022,0.012,19.915,0.029
114.7360135,21.3540935,0.012,0.005,18.351,0.005,17.165,0.003,15.705,0.003,15.03,0.002
114.7361208,21.8232483,0.011,0.011,19.261,0.009,18.637,0.003,18.393,0.003,18.297,0.011
114.7362276,21.7481925,0.019,0.004,20.07,0.02,19.94,0.012,19.957,0.015,19.909,0.033
114.7362386,21.56397,0.006,0.007,20.921,0.019,19.736,0.01,19.125,0.01,18.869,0.015
114.7363153,21.8560523,0.004,0.003,18.834,0.008,17.66,0.003,17.009,0.004,16.706,0.006
114.7363605,21.8385233,0.009,0.008,21.591,0.035,20.325,0.035,19.902,0.033,19.566,0.036
114.7363721,21.7021204,0.007,0.007,19.291,0.005,18.347,0.004,17.907,0.009,17.726,0.004
114.7364362,21.7225755,0.01,0.008,16.611,0.002,16.252,0.003,16.099,0.004,16.077,0.003
114.7364908,21.6181557,0.015,0.009,21.597,0.021,20.342,0.009,19.275,0.011,18.757,0.012
114.7366692,21.5291294,0.014,0.003,20.04,0.012,18.919,0.007,18.347,0.003,18.085,0.009
114.7368848,21.3941708,0.008,0.008,21.753,0.086,20.602,0.016,19.895,0.015,19.559,0.02
114.7369815,21.4786198,0.009,0.009,21.422,0.075,20.343,0.014,19.517,0.007,19.105,0.02
114.73705,21.4375664,0.009,0.023,18.86,0.006,17.569,0.003,16.021,0.003,15.294,0.003
114.7372661,21.8768056,0.02,0.021,21.818,0.044,21.197,0.05,20.987,0.037,20.53,0.062
114.7372886,21.851237,0.025,0.031,22.066,0.181,21.682,0.036,21.411,0.053,21.284,0.158
114.7372904,21.7910564,0.021,0.015,21.659,0.076,21.249,0.02,21.063,0.053,20.785,0.02
114.7373475,21.6824752,0.003,0.018,14.988,0.002,14.802,0.002,14.769,0.002,14.803,0.002
114.7374722,21.8741776,0.009,0.005,19.972,0.023,19.677,0.007,19.583,0.014,19.631,0.022
114.7375169,21.4165913,0.005,0.002,16.245,0.004,15.878,0.004,15.731,0.002,15.703,0.006
114.7375227,21.6867121,0.016,0.006,18.456,0.006,17.897,0.002,17.68,0.005,17.598,0.005
114.7375958,21.6943695,0.045,0.035,21.343,0.173,22.189,0.079,21.245,0.035,20.754,0.032
114.7378145,21.54376,0.007,0.004,20.491,0.016,19.381,0.008,18.804,0.009,18.548,0.015
114.7378309,21.5018121,0.014,0.006,21.503,0.119,20.302,0.015,19.414,0.01,19.023,0.013
114.7379576,21.3868063,0.012,0.005,18.94,0.007,18.194,0.004,17.892,0.007,17.742,0.011
114.7380113,21.3156752,0.009,0.009,21.744,0.069,20.789,0.028,19.942,0.019,19.591,0.024
114.7381057,21.7005637,0.013,0.013,21.946,0.196,21.327,0.016,20.292,0.016,19.791,0.034
114.7383462,21.5045843,0.01,0.002,17.468,0.016,17.08,0.046,16.794,0.045,16.575,0.006
114.7384224,21.5163983,0.02,0.033,21.199,0.033,20.739,0.018,20.524,0.037,20.38,0.032
114.7384291,21.6627846,0.004,0.004,16.206,0.004,15.217,0.002,14.808,0.004,14.625,0.002
114.738435,21.655002,0.003,0.004,19.539,0.009,18.72,0.004,18.371,0.005,18.245,0.009
114.7384667,21.5941505,0.004,0.003,17.338,0.007,16.949,0.002,16.811,0.004,16.783,0.004
114.7386493,21.6044581,0.013,0.016,21.339,0.043,20.139,0.015,19.6,0.022,19.32,0.043
114.7386583,21.5329099,0.015,0.013,22.134,0.188,21.689,0.029,20.379,0.013,19.691,0.02
114.7389285,21.8136604,0.004,0.002,15.025,0.001,14.391,0.002,14.129,0.001,14.022,0.001
114.7391289,21.4464317,0.008,0.006,19.177,0.051,18.848,0.03,18.398,0.043,18.277,0.026
114.7391665,21.4599436,0.009,0.007,18.598,0.008,17.556,0.004,17.101,0.004,16.898,0.004
114.7392236,21.5886839,0.015,0.013,21.514,0.053,21.017,0.014,20.765,0.024,20.634,0.09
114.7393667,21.6351943,0.007,0.004,18.435,0.006,17.826,0.002,17.58,0.004,17.496,0.007
114.7394892,21.4682665,0.15,0.051,21.963,0.186,21.988,0.063,21.387,0.065,20.879,0.185
114.7397215,21.6680086,0.015,0.015,21.43,0.02,20.947,0.033,20.237,0.042,19.738,0.043
114.7397648,21.7660627,0.008,0.007,16.44,0.002,16.141,0.002,16.031,0.003,16.02,0.005
114.740165,21.373829,0.003,0.001,21.098,0.034,19.808,0.012,18.82,0.006,18.352,0.012
114.7402612,21.3594687,0.011,0.012,22.423,0.069,21.479,0.048,20.286,0.029,19.656,0.018
114.7403585,21.7053794,0.017,0.017,22.115,0.125,21.293,0.028,20.801,0.037,20.517,0.036
114.7403696,21.8399146,0.009,0.003,17,0.003,16.558,0.005,16.374,0.005,16.312,0.003
114.7404652,21.5086123,0.012,0.003,21.564,0.086,20.871,0.029,20.615,0.021,20.333,0.053
114.7406338,21.5031785,0.01,0.006,17.884,0.005,17.369,0.004,17.189,0.004,17.13,0.007
114.7406547,21.7508885,0.017,0.012,21.54,0.064,20.969,0.024,20.764,0.026,20.613,0.049
114.7408779,21.688603,0.003,0.003,18.886,0.004,18.269,0.003,18.013,0.005,17.942,0.008
114.7409634,21.5852846,0.011,0.002,19.705,0.01,19.324,0.006,19.194,0.009,19.161,0.009
114.7412888,21.8489305,0.01,0.008,21.653,0.048,20.527,0.032,19.993,0.026,19.615,0.035
114.7413217,21.5663645,0.012,0.011,21.394,0.142,21.22,0.046,20.298,0.026,19.884,0.04
114.7413909,21.4092252,0.032,0.035,22.091,0.182,21.856,0.072,21.459,0.073,20.697,0.286
114.7414569,21.716811,0.002,0.002,14.399,0.003,14.314,0.004,14.326,0.007,14.368,0.003
114.7414801,21.8064625,0.01,0.023,21.043,0.073,20.262,0.012,19.797,0.017,19.555,0.041
114.7415477,21.8217288,0.007,0.002,20.072,0.015,18.981,0.003,18.523,0.01,18.322,0.011
114.7416829,21.8117091,0.002,0.002,15.191,0.002,14.917,0.001,14.838,0.002,14.837,0.002
114.7417348,21.3267674,0.024,0.035,22.232,0.14,21.761,0.022,21.267,0.033,21.061,0.125
114.741909,21.5699885,0.015,0.037,16.138,0.002,15.149,0.002,14.664,0.002,14.446,0.002
114.7419123,21.4174733,0.01,0.002,20.857,0.082,19.544,0.008,18.588,0.007,18.172,0.008
114.7420529,21.5603728,0.006,0.018,21.471,0.046,20.302,0.016,19.037,0.008,18.461,0.009
114.7422788,21.549045,0.025,0.003,17.71,0.005,17.253,0.004,17.087,0.002,17.045,0.004
114.742299,21.6174093,0.004,0.01,16.869,0.004,16.152,0.006,15.86,0.003,15.751,0.002
114.7423339,21.7940469,0.009,0.002,17.203,0.007,16.82,0.003,16.68,0.001,16.634,0.003
114.7425228,21.8558938,0.002,0.005,16.639,0.002,16.165,0.003,15.993,0.002,15.941,0.003
114.7425273,21.3283299,0.011,0.011,21.363,0.052,20.729,0.018,20.472,0.027,20.267,0.04
114.7428338,21.5011537,0.016,0.018,21.192,0.042,20.058,0.009,19.474,0.009,19.227,0.032
114.7428954,21.5055174,0.009,0.023,18.077,0.007,17.542,0.003,17.34,0.005,17.254,0.004
114.7429945,21.5600849,0.019,0.013,20.859,0.034,20.545,0.035,20.271,0.022,20.3,0.073
114.7431139,21.4115874,0.003,0.003,20.285,0.022,19.052,0.007,18.118,0.004,17.701,0.01
114.7431141,21.601438,0.004,0.002,16.879,0.005,16.036,0.001,15.674,0.009,15.519,0.003
114.7431212,21.2718578,0.018,0.021,20.815,0.032,19.612,0.006,18.85,0.011,18.547,0.016
114.7431545,21.3750579,0.012,0.012,21.212,0.048,20.757,0.019,20.686,0.031,20.561,0.064
114.7432033,21.5781967,0.009,0.011,19.89,0.024,18.934,0.004,18.531,0.006,18.371,0.01
114.7432673,21.4788734,0.011,0.011,21.142,0.049,20.809,0.017,20.677,0.056,20.546,0.017
114.7433218,21.6975313,0.01,0.01,21.82,0.086,20.824,0.016,20.116,0.017,19.762,0.03
114.7434434,21.8279369,0.002,0.006,20.402,0.018,19.15,0.006,18.25,0.009,17.849,0.017
114.7437637,21.867338,0.034,0.031,21.957,0.135,21.717,0.049,21.492,0.144,21.236,0.186
114.7439344,21.7023601,0.008,0.002,17.323,0.003,16.82,0.002,16.653,0.002,16.624,0.004
114.7440713,21.8081952,0.003,0.004,12.663,-999,12.454,-999,12.411,-999,12.43,-999
114.7440951,21.6495509,0.007,0.012,17.695,0.002,17.265,0.003,17.085,0.000354,17.043,0.011
114.7441131,21.529111,0.014,0.025,20.168,0.01,18.946,0.006,18.292,0.008,17.987,0.004
114.7441908,21.3496158,0.009,0.012,20.436,0.026,19.257,0.007,18.182,0.006,17.684,0.008
114.7442393,21.4815095,0.014,0.02,21.256,0.023,20.977,0.018,20.818,0.054,20.616,0.082
114.7442692,21.3347749,0.01,0.052,17.931,0.005,17.372,0.005,17.156,0.008,17.063,0.007
114.7444648,21.5821618,0.007,0.011,20.791,0.038,19.59,0.008,18.439,0.003,17.905,0.008
114.7444969,21.8703051,0.012,0.011,21.883,0.08,20.859,0.028,20.089,0.011,19.735,0.041
114.7445186,21.5161469,0.01,0.045,19.296,0.009,19.026,0.008,18.941,0.005,18.943,0.01
114.7447485,21.484728,0.03,0.013,19.449,0.013,18.552,0.004,18.16,0.009,17.982,0.007
114.7447675,21.6315598,0.01,0.009,21.645,0.082,20.44,0.027,19.587,0.04,19.238,0.009
114.7448,21.4798473,0.013,0.013,21.67,0.077,20.946,0.021,20.603,0.032,20.482,0.04
114.7448504,21.5185412,0.01,0.045,21.342,0.038,20.226,0.023,19.596,0.008,19.267,0.032
114.7450377,21.3370858,0.005,0.014,20.634,0.03,19.553,0.006,19.101,0.009,18.836,0.018
114.7451121,21.5838478,0.007,0.005,19.484,0.014,18.65,0.008,18.335,0.005,18.197,0.006
114.7452246,21.5551916,0.021,0.004,17.702,0.006,17.377,0.004,17.267,0.003,17.253,0.003
114.7452832,21.570066,0.006,0.006,17.736,0.005,17.287,0.004,17.109,0.004,17.061,0.005
114.7455204,21.520523,0.019,0.019,22.06,0.196,21.08,0.038,20.523,0.031,20.184,0.04
114.7456208,21.7744168,0.009,0.028,19.018,0.014,18.656,0.004,18.518,0.005,18.503,0.023
114.7456266,21.3310943,0.021,0.02,21.634,0.08,21.198,0.043,21.119,0.041,20.497,0.144
114.7457594,21.8326396,0.052,0.046,22.123,0.155,22.004,0.061,21.914,0.194,21.299,0.155
114.7458597,21.3192791,0.012,0.011,21.487,0.087,20.886,0.03,20.567,0.033,20.209,0.018
114.7459148,21.3641746,0.007,0.006,21.284,0.049,20.038,0.014,19.547,0.011,19.3,0.018
114.7459662,21.7054066,0.028,0.027,21.965,0.189,21.665,0.062,21.222,0.04,20.869,0.057
114.7460388,21.6267655,0.033,0.022,21.713,0.074,21.207,0.045,20.881,0.032,20.636,0.013
