raMean,decMean,raMeanErr,decMeanErr,gMeanPSFMag,gMeanPSFMagErr,rMeanPSFMag,rMeanPSFMagErr,iMeanPSFMag,iMeanPSFMagErr,zMeanPSFMag,zMeanPSFMagErr,yMeanPSFMag,yMeanPSFMagErr
8.8537987,11.7584059,0.007,0.006,21.741,0.131,20.903,0.032,19.62,0.015,19.008,0.007,18.727,0.03
8.8538063,12.0282726,0.007,0.01,20.722,0.053,19.851,0.021,19.554,0.033,19.446,0.057,19.206,0.04
8.8538097,11.8330471,0.003,0.001,14.483,0.004,14.166,0.003,14.067,0.001,14.081,0.003,14.053,0.002
8.8538231,11.4801867,0.009,0.003,18.92,0.007,17.703,0.005,16.944,0.003,16.601,0.004,16.417,0.006
8.8538279,11.9037056,0.006,0.003,18.602,0.007,18.222,0.004,18.085,0.006,18.056,0.012,18.006,0.01
8.8538306,11.5860155,0.003,0.005,18.004,0.004,16.874,0.005,15.607,0.004,15.051,0.003,14.78,0.003
8.8538342,11.3638563,0.003,0.004,15.837,0.002,15.275,0.002,15.079,0.002,15.014,0.002,14.96,0.004
8.8538349,12.0193046,0.006,0.006,21.909,0.039,20.817,0.02,19.584,0.008,18.999,0.009,18.706,0.026
8.853848,12.0128212,0.009,0.01,21.391,0.079,20.486,0.024,20.181,0.025,20.021,0.032,19.593,0.135
8.8538501,11.7249817,0.013,0.012,22.3,0.033,21.002,0.033,20.365,0.028,19.979,0.031,19.743,0.058
8.8538668,12.1139591,0.005,0.006,14.842,0.003,14.453,0.002,14.32,0.003,14.312,0.004,14.282,0.005
8.853867,12.0642651,0.003,0.002,17.49,0.004,17.009,0.002,16.84,0.012,16.77,0.006,16.723,0.007
8.8538774,11.4390761,0.003,0.002,16.227,0.002,15.773,0.001,15.616,0.004,15.587,0.005,15.531,0.007
8.8538788,11.8580796,0.011,0.003,18.884,0.01,17.659,0.006,16.849,0.005,16.49,0.003,16.302,0.005
8.8538809,11.9594967,0.002,0.008,15.484,0.002,14.989,0.003,14.815,0.002,14.775,0.004,14.719,0.005
8.8538816,11.6337632,0.006,0.006,21.707,0.033,20.475,0.017,19.339,0.015,18.803,0.013,18.512,0.04
8.8538983,11.5584849,0.004,0.004,13.615,0.135,13.489,-999,13.319,-999,13.095,0.005,13.076,0.005
8.853902,11.7651491,0.014,0.013,22.097,0.178,21.222,0.033,20.44,0.031,20.127,0.034,19.774,0.047
8.8539112,12.0967153,0.007,0.008,21.517,0.087,20.359,0.015,19.42,0.011,18.949,0.026,18.701,0.009
8.8539134,12.2734666,0.012,0.013,21.125,0.084,20.265,0.033,19.904,0.026,19.657,0.031,19.541,0.079
8.8539152,11.700567,0.01,0.007,20.822,0.059,19.718,0.015,19.351,0.022,19.075,0.027,18.891,0.026
8.8539159,11.9057398,0.004,0.005,21.287,0.058,20.018,0.006,18.873,0.008,18.37,0.013,18.121,0.023
8.853924,11.9808269,0.011,0.009,21.945,0.103,20.448,0.025,19.877,0.024,19.653,0.045,19.378,0.035
8.8539336,11.5909177,0.011,0.011,21.954,0.078,20.566,0.05,20.127,0.025,19.867,0.046,19.555,0.027
8.8539337,12.1971418,0.004,0.003,17.473,0.003,16.602,0.003,16.206,0.002,16.031,0.004,15.928,0.007
8.8539405,11.7871423,0.002,0.002,19.117,0.012,17.915,0.006,17.226,0.005,16.927,0.005,16.73,0.005
8.8539507,11.7113513,0.005,0.005,19.834,0.013,19.16,0.003,18.936,0.007,18.837,0.006,18.774,0.012
8.8539647,11.92679,0.007,0.008,21.731,0.053,20.517,0.012,19.713,0.014,19.357,0.02,19.173,0.058
8.8539699,11.9828298,0.011,0.011,21.934,0.073,20.904,0.018,20.372,0.022,20.049,0.031,19.791,0.057
8.8539716,12.1469721,0.006,0.015,15,0.003,14.463,0.001,14.239,0.002,14.163,0.002,14.089,0.008
8.8539769,11.5238553,0.005,0.002,19.807,0.013,18.546,0.004,17.693,0.004,17.308,0.003,17.129,0.007
8.8539799,11.6858844,0.004,0.003,14.705,0.002,14.313,0.003,14.193,0.006,14.178,0.002,14.151,0.002
8.8539853,11.7501243,0.169,0.143,11.204,-999,11.005,-999,10.913,-999,10.843,-999,10.923,-999
8.8539886,12.0322445,0.016,0.018,21.817,0.04,20.853,0.02,20.478,0.028,20.324,0.047,20.113,0.253
8.8539896,11.3355825,0.02,0.019,21.593,0.18,21.89,0.053,20.865,0.046,20.278,0.031,19.951,0.149
8.8539958,12.1381959,0.003,0.01,18.426,0.004,17.28,0.003,16.745,0.003,16.521,0.003,16.358,0.005
8.8540033,12.1359031,0.004,0.01,19.231,0.005,18.008,0.004,17.314,0.006,17.01,0.004,16.822,0.009
8.8540072,11.8445234,0.004,0.011,13.576,0.004,13.385,-999,13.246,-999,13.143,0.007,13.123,0.003
8.8540101,11.7509242,0.129,0.058,13.588,0.001,12.803,0.001,12.235,0.062,12.916,0.007,12.597,0.001
8.8540114,11.8871981,0.009,0.008,22.04,0.1,20.953,0.018,19.93,0.009,19.355,0.027,19.141,0.057
8.8540146,11.7447099,0.003,0.002,16.013,0.002,15.418,0.003,15.214,0.003,15.153,0.001,15.072,0.004
8.8540153,11.743507,0.002,0.003,15.549,0.005,15.031,0.005,14.871,0.004,14.823,0.002,14.77,0.002
8.8540188,12.2061644,0.012,0.007,21.739,0.027,20.563,0.035,19.103,0.01,18.435,0.006,18.115,0.019
8.8540243,11.778493,0.008,0.011,20.772,0.037,19.814,0.01,19.47,0.024,19.347,0.018,19.243,0.02
8.8540275,12.069071,0.003,0.002,15.302,0.001,14.823,0.003,14.673,0.006,14.627,0.003,14.576,0.006
8.8540508,11.9859029,0.01,0.017,17.926,0.007,16.808,0.002,16.29,0.003,16.058,0.002,15.896,0.003
8.8540626,12.1779744,0.002,0.002,19.783,0.012,18.602,0.006,17.476,0.003,16.969,0.004,16.709,0.01
8.8540633,11.8140424,0.004,0.004,17.932,0.004,16.885,0.003,16.431,0.003,16.239,0.003,16.093,0.003
8.8540685,11.7567383,0.007,0.007,19.003,0.005,18.403,0.017,18.198,0.007,18.093,0.007,17.978,0.021
8.8540809,11.8851036,0.002,0.002,18.464,0.004,17.474,0.004,17.072,0.003,16.909,0.005,16.786,0.004
8.8540876,12.0565161,0.003,0.008,18.572,0.009,17.65,0.003,17.286,0.01,17.117,0.008,17.014,0.018
8.8540969,11.7899944,0.01,0.03,12.977,-999,12.689,-999,12.604,-999,12.592,-999,12.581,0.002
8.8541075,11.3774807,0.008,0.008,20.367,0.026,20.213,0.027,20.155,0.036,19.949,0.033,19.639,0.052
8.8541128,11.8166424,0.002,0.003,15.675,0.002,15.126,0.002,14.931,0.002,14.886,0.001,14.822,0.003
8.8541133,11.5016546,0.268,0.501,12.168,0.001,13.611,0.004,11.542,0.066,11.427,0.001,13.614,0.002
8.8541183,11.5684,0.007,0.007,21.762,0.033,20.511,0.02,19.685,0.018,19.345,0.009,19.129,0.035
8.8541205,11.3339368,0.022,0.024,21.83,0.106,21.302,0.042,20.948,0.031,20.589,0.066,20.56,0.177
8.8541283,11.6590279,0.015,0.024,17.965,0.005,16.798,0.004,16.219,0.001,15.969,0.004,15.81,0.003
8.8541307,11.5888711,0.019,0.026,21.852,0.054,20.919,0.076,20.665,0.038,20.291,0.068,20.063,0.02
8.8541413,11.4661281,0.007,0.004,20.879,0.023,19.612,0.007,18.556,0.011,18.049,0.005,17.761,0.029
8.8541567,12.0665992,0.003,0.002,18.174,0.008,16.949,0.002,16.175,0.003,15.834,0.002,15.657,0.008
8.8541583,11.9340481,0.009,0.009,22.315,0.196,21.597,0.032,19.95,0.015,19.214,0.017,18.81,0.03
8.8541674,11.8146568,0.003,0.003,18.277,0.008,17.13,0.004,16.565,0.000856,16.309,0.003,16.143,0.003
8.8541675,12.16552,0.01,0.01,15.541,0.004,15.205,0.002,15.071,0.002,15.034,0.003,15.027,0.006
8.8541782,11.4979017,0.031,0.027,21.962,0.165,20.422,0.071,20.029,0.07,19.864,0.076,19.352,0.074
8.8541795,11.8225413,0.056,0.026,14.341,0.002,13.98,0.001,13.874,0.006,13.863,0.001,13.837,0.003
8.8542003,12.1206361,0.015,0.02,22.544,0.197,21.269,0.036,20.711,0.024,20.483,0.043,20.076,0.049
8.8542042,11.4451634,0.013,0.013,13.337,0.001,13.267,-999,13.102,-999,12.925,0.000765,12.905,0.005
8.854207,12.1399446,0.017,0.016,22.138,0.093,20.79,0.028,20.29,0.028,20.014,0.057,19.693,0.059
8.8542303,11.9007698,0.005,0.004,19.782,0.013,19.065,0.006,18.766,0.007,18.658,0.015,18.604,0.007
8.8542312,11.9770853,0.004,0.003,14.04,0.002,13.769,0.004,13.687,0.005,13.693,0.000936,13.673,0.004
8.8542333,11.6118571,0.012,0.038,21.461,0.061,20.617,0.061,20.189,0.045,19.88,0.03,19.529,0.026
8.8542591,11.8373121,0.046,0.03,13.055,-999,12.739,-999,12.633,-999,12.604,-999,12.555,0.003
8.8542606,11.9900253,0.004,0.002,19.344,0.007,18.314,0.004,17.864,0.003,17.669,0.005,17.511,0.018
8.854267,12.1148541,0.004,0.004,20.537,0.02,19.35,0.005,18.338,0.004,17.887,0.006,17.627,0.013
8.854271,11.850763,0.025,0.011,19.519,0.022,19.111,0.012,19.124,0.014,19.036,0.052,18.918,0.047
8.8542782,11.7961695,0.019,0.016,21.845,0.171,20.941,0.038,20.375,0.034,20.201,0.045,19.982,0.074
8.8542854,11.8660984,0.003,0.008,15.269,0.002,14.793,0.001,14.646,0.001,14.6,0.003,14.556,0.005
8.8542875,11.7920663,0.012,0.016,12.711,-999,12.494,-999,12.463,-999,12.498,-999,12.513,0.008
8.8542876,11.4548179,0.004,0.003,19.452,0.011,18.264,0.004,17.394,0.002,17.005,0.004,16.818,0.011
8.8542908,12.0160007,0.015,0.014,22.115,0.182,21.756,0.052,20.534,0.023,20.027,0.032,19.663,0.036
8.8543038,12.2588271,0.007,0.008,18.848,0.009,18.043,0.004,17.696,0.004,17.57,0.007,17.465,0.008
8.8543138,12.130547,0.005,0.013,21.187,0.027,19.987,0.01,18.804,0.007,18.29,0.012,18.02,0.006
8.8543159,11.5752289,0.004,0.005,20.983,0.016,19.856,0.011,18.687,0.007,18.148,0.006,17.888,0.014
8.8543168,11.7010229,0.007,0.006,22.091,0.233,20.978,0.035,19.555,0.008,18.945,0.014,18.621,0.025
8.8543197,11.708183,0.007,0.002,21.326,0.061,20.035,0.012,18.887,0.008,18.369,0.006,18.098,0.007
8.854329,11.6631048,0.006,0.006,21.474,0.054,20.445,0.043,19.309,0.012,18.777,0.012,18.469,0.01
8.8543295,11.9027012,0.018,0.007,21.216,0.034,20.086,0.007,18.693,0.004,18.026,0.017,17.703,0.013
8.8543296,11.5466652,0.004,0.006,21,0.025,19.719,0.014,18.948,0.011,18.593,0.011,18.4,0.03
8.8543389,11.9039217,0.012,0.003,19.672,0.012,18.423,0.006,17.538,0.006,17.126,0.012,16.928,0.004
8.8543393,11.8424554,0.018,0.006,21.815,0.129,20.321,0.048,19.139,0.023,18.59,0.016,18.28,0.021
8.8543403,11.848944,0.028,0.011,13.361,-999,12.826,-999,12.607,-999,12.498,-999,12.423,0.008
8.8543404,11.6783107,0.006,0.005,20.831,0.052,19.718,0.012,19.012,0.018,18.696,0.014,18.511,0.018
8.8543607,11.38212,0.004,0.005,19.077,0.008,18.702,0.005,18.542,0.005,18.507,0.008,18.457,0.01
8.8543624,11.8043684,0.004,0.007,14.516,0.004,14.217,0.002,14.122,0.003,14.123,0.001,14.1,0.004
8.8543709,11.7106143,0.008,0.007,20.893,0.042,20.02,0.026,19.661,0.02,19.498,0.026,19.248,0.069
8.8543742,11.8829993,0.009,0.105,13.199,-999,12.84,-999,12.696,-999,12.637,-999,12.553,0.006
8.8543816,11.4039125,0.006,0.005,19.227,0.011,17.98,0.003,17.127,0.004,16.729,0.002,16.51,0.006
8.8543854,11.9522005,0.003,0.002,21.151,0.031,19.974,0.013,18.775,0.007,18.273,0.009,17.984,0.03
8.8543886,11.4111724,0.005,0.005,21.597,0.064,20.303,0.014,19.096,0.009,18.54,0.004,18.29,0.021
8.8543926,12.0267218,0.008,0.005,20.276,0.016,20.003,0.013,19.836,0.015,19.809,0.023,19.634,0.14
8.8543948,11.501167,0.01,0.011,21.085,0.033,20.158,0.043,19.822,0.025,19.752,0.069,19.18,0.057
8.8543976,11.9010055,0.005,0.004,15.734,0.002,15.155,0.002,14.947,0.004,14.886,0.002,14.813,0.004
8.8543979,11.6750792,0.004,0.003,15.025,0.000867,14.584,0.002,14.451,0.003,14.427,0.002,14.385,0.003
8.8544102,11.7828733,0.026,0.025,21.805,0.137,20.877,0.057,20.712,0.074,20.231,0.051,20.372,0.139
8.8544129,11.4567457,0.003,0.008,15.103,0.002,14.469,0.003,14.27,0.005,14.171,0.002,14.1,0.007
8.8544391,11.3963841,0.005,0.005,20.997,0.039,19.865,0.012,18.98,0.013,18.594,0.006,18.366,0.015
8.8544403,11.8536994,0.011,0.011,22.267,0.171,21.265,0.069,19.991,0.081,19.317,0.024,18.981,0.043
8.8544537,12.2160953,0.021,0.026,21.997,0.051,21.245,0.048,21.054,0.066,20.686,0.094,19.564,0.182
8.8544564,12.2313289,0.004,0.005,19.842,0.028,18.708,0.011,18.124,0.011,17.855,0.009,17.696,0.01
8.8544627,11.7873718,0.005,0.007,20.816,0.033,19.5,0.021,18.155,0.02,17.583,0.004,17.277,0.009
8.854469,12.0719271,0.002,0.002,18.886,0.006,17.698,0.003,16.643,0.006,16.177,0.002,15.932,0.002
8.854474,12.1814874,0.002,0.008,17.609,0.005,16.645,0.003,16.252,0.003,16.086,0.004,15.942,0.009
8.8544846,11.4828359,0.006,0.006,21.331,0.015,20.163,0.01,19.13,0.006,18.689,0.008,18.489,0.033
8.8544981,11.6989056,0.009,0.009,21.14,0.055,20.303,0.018,19.988,0.019,19.811,0.025,19.647,0.035
8.8545015,11.6158854,0.003,0.003,20.261,0.016,19.022,0.009,17.898,0.007,17.408,0.003,17.148,0.009
8.8545018,11.9947417,0.015,0.015,21.742,0.067,20.744,0.023,20.305,0.076,20.175,0.054,19.718,0.036
8.854507,11.5573309,0.004,0.005,21.746,0.052,20.548,0.019,19.136,0.005,18.511,0.007,18.211,0.016
8.8545172,12.1068252,0.013,0.023,19.003,0.007,17.779,0.003,17.07,0.003,16.732,0.003,16.565,0.003
8.8545192,11.3141226,0.004,0.004,20.753,0.037,19.549,0.01,18.806,0.011,18.452,0.005,18.262,0.024
8.85452,11.742471,0.008,0.003,13.7,0.074,13.43,-999,13.284,-999,13.21,0.002,13.156,0.006
8.854532,11.7864601,0.004,0.002,21.696,0.065,20.479,0.021,19.047,0.015,18.443,0.008,18.125,0.016
8.8545356,11.5928125,0.017,0.013,21.818,0.163,21.274,0.032,20.477,0.045,20.095,0.08,19.897,0.175
8.8545611,11.3461038,0.015,0.014,21.135,0.029,20.882,0.028,20.77,0.031,20.669,0.05,20.462,0.159
8.8545645,11.4281467,0.011,0.011,20.986,0.036,20.599,0.026,20.428,0.034,20.367,0.037,20.209,0.114
8.8545724,11.7687277,0.005,0.002,20.457,0.017,19.196,0.02,18.199,0.007,17.765,0.008,17.517,0.014
8.854574,11.8167055,0.002,0.001,18.554,0.012,17.357,0.005,16.823,0.003,16.574,0.004,16.412,0.007
8.8545805,11.4597103,0.003,0.004,18.459,0.006,17.313,0.003,16.795,0.001,16.565,0.002,16.437,0.006
8.8545885,11.4127748,0.003,0.003,20.787,0.021,19.596,0.011,18.527,0.005,18.045,0.007,17.779,0.01
8.8545895,11.4897425,0.009,0.004,18.362,0.008,17.465,0.004,17.13,0.003,16.958,0.003,16.855,0.005
8.8546004,11.9041983,0.006,0.002,13.762,0.000533,13.395,0.007,13.493,-999,13.297,0.017,13.261,0.003
8.8546072,11.966112,0.004,0.004,21.009,0.031,19.792,0.008,18.588,0.006,18.049,0.009,17.747,0.035
8.8546147,12.1708558,0.028,0.048,16.263,0.002,15.915,0.002,15.8,0.002,15.778,0.004,15.749,0.015
8.8546344,11.758217,0.051,0.209,13.043,-999,12.491,-999,12.225,-999,12.069,-999,11.946,0.00065
8.8546424,12.2959369,0.024,0.012,19.784,0.018,18.535,0.011,17.517,0.004,17.065,0.005,16.804,0.014
8.8546472,11.5812797,0.004,0.004,16.761,0.003,15.995,0.003,15.709,0.004,15.594,0.004,15.521,0.004
8.8546549,12.2158597,0.006,0.004,18.443,0.007,17.29,0.005,16.652,0.001,16.369,0.004,16.193,0.004
8.8546607,11.8441574,0.03,0.069,13.357,-999,13.027,-999,12.932,-999,12.918,-999,12.888,0.005
8.8546626,11.9442711,0.01,0.002,18.476,0.004,17.203,0.003,16.083,0.002,15.588,0.003,15.351,0.007
8.8546632,11.7662011,0.016,0.031,21.082,0.041,19.802,0.046,19.624,0.042,19.338,0.062,18.879,0.078
8.854669,11.7615761,0.033,0.016,14.387,0.002,13.941,0.005,13.755,0.001,13.772,0.002,13.716,0.004
8.8546744,12.0327089,0.015,0.015,20.404,0.036,20.017,0.016,19.831,0.076,20.123,0.059,19.587,0.032
8.8546749,12.007869,0.006,0.009,18.619,0.009,18.433,0.013,18.397,0.012,17.931,0.027,18.14,0.047
8.8546762,11.6697781,0.018,0.016,20.86,0.073,20.141,0.041,19.742,0.036,19.407,0.01,19.637,0.06
8.8546766,11.6697959,0.054,0.032,20.693,0.066,20.008,0.021,19.823,0.058,19.58,0.023,19.468,0.08
8.8546812,11.8274205,0.002,0.002,16.645,0.004,15.733,0.001,15.37,0.002,15.226,0.003,15.106,0.003
8.8546976,12.0040196,0.008,0.006,21.293,0.033,19.714,0.024,19.207,0.056,19.034,0.036,18.828,0.063
8.8546987,11.4586645,0.008,0.008,22.091,0.159,21.322,0.042,19.675,0.027,18.869,0.019,18.474,0.028
8.854706,11.9132283,0.029,0.013,20.336,0.062,19.315,0.024,19.09,0.035,18.785,0.039,18.578,0.025
8.8547146,11.835935,0.023,0.016,13.25,-999,13.01,-999,12.946,-999,12.949,-999,12.952,0.003
8.8547288,11.7129029,0.009,0.008,21.361,0.094,19.77,0.007,19.288,0.05,18.991,0.044,18.822,0.033
8.8547339,11.8074325,0.007,0.01,18.176,0.017,17.01,0.009,16.418,0.019,16.129,0.009,15.888,0.006
8.8547385,11.8085856,0.009,0.006,19.959,0.023,18.733,0.011,17.786,0.008,17.352,0.009,17.049,0.016
8.8547467,11.8044799,0.001,0.001,10.769,0.096,10.126,0.073,9.486,0.103,9.405,0.082,9.311,0.005
8.8547478,11.8680443,0.002,0.002,18.091,0.007,16.973,0.002,16.471,0.007,16.242,0.003,16.079,0.006
8.8547608,12.0809997,0.003,0.002,17.197,0.004,16.316,0.003,15.971,0.004,15.807,0.003,15.675,0.011
8.8547636,11.4758051,0.003,0.007,16.468,0.003,15.838,0.002,15.602,0.005,15.507,0.004,15.442,0.004
8.8547733,11.7101741,0.004,0.003,14.771,0.000908,14.345,0.004,14.19,0.003,14.153,0.003,14.105,0.004
8.8547761,11.5317362,0.004,0.003,20.068,0.021,18.868,0.013,18.465,0.027,18.298,0.028,18.174,0.017
8.8547841,11.6566161,0.005,0.005,21.246,0.019,19.971,0.027,18.909,0.01,18.401,0.007,18.139,0.011
8.854786,11.4318755,0.002,0.001,15.49,0.003,14.979,0.001,14.809,0.005,14.758,0.001,14.699,0.004
8.8547863,11.5868989,0.003,0.005,17.375,0.005,16.449,0.002,16.088,0.003,15.942,0.003,15.836,0.005
8.8547938,11.4512982,0.036,0.031,22.338,0.196,21.447,0.071,21.003,0.07,20.681,0.131,20.21,0.208
8.854794,12.0169349,0.011,0.009,20.883,0.048,20.073,0.029,19.514,0.024,19.426,0.037,19.069,0.052
8.8547972,12.0018259,0.013,0.017,22,0.104,20.505,0.036,20.001,0.048,19.624,0.02,19.295,0.084
8.8548,11.3906941,0.005,0.01,17.301,0.002,16.767,0.002,16.551,0.003,16.471,0.003,16.393,0.006
8.8548155,11.783506,0.003,0.01,13.199,-999,12.923,-999,12.85,-999,12.854,-999,12.829,0.003
8.8548196,11.7675545,0.002,0.006,14.117,0.003,13.751,0.01,13.668,0.005,13.692,0.002,13.631,0.003
8.8548391,11.9390631,0.005,0.008,19.527,0.004,18.278,0.006,17.521,0.005,17.176,0.004,16.998,0.009
8.8548431,11.8334556,0.006,0.026,20.358,0.041,19.562,0.015,18.612,0.016,18.158,0.022,17.877,0.006
8.8548459,11.5087662,0.005,0.005,20.899,0.028,19.621,0.013,19.101,0.018,18.951,0.047,18.707,0.099
8.8548635,11.7564608,0.081,0.081,10.462,0.037,9.931,0.001,9.279,0.000073,8.995,0.036,8.867,0.043
8.8548728,11.529961,0.005,0.007,15.981,0.006,15.333,0.002,15.078,0.003,14.971,0.002,14.889,0.007
8.8548738,12.1725321,0.01,0.01,21.623,0.191,20.744,0.05,20.055,0.032,19.902,0.039,19.707,0.099
8.854878,12.2976371,0.016,0.006,17.354,0.007,16.725,0.004,16.481,0.004,16.415,0.004,16.333,0.007
8.8548806,11.5318364,0.01,0.01,21.363,0.146,20.175,0.023,19.709,0.015,19.345,0.036,19.309,0.036
8.8548843,11.3210442,0.009,0.007,21.729,0.05,20.54,0.02,19.818,0.018,19.454,0.022,19.3,0.012
8.8548855,11.6600137,0.002,0.004,13.752,0.003,13.438,0.001,13.316,0.007,13.332,0.002,13.304,0.004
8.8548856,11.7312932,0.011,0.008,20.436,0.031,20.085,0.033,19.941,0.011,19.876,0.016,19.726,0.068
8.8548999,11.6361216,0.005,0.005,19.208,0.01,17.979,0.003,17.278,0.003,16.966,0.005,16.78,0.006
8.8549039,12.0063138,0.013,0.011,22.233,0.185,20.738,0.025,20.19,0.034,19.85,0.05,19.591,0.134
8.8549046,11.4014564,0.004,0.003,19.354,0.006,18.912,0.007,18.707,0.01,18.656,0.009,18.584,0.03
8.8549082,11.7878407,0.026,0.016,22.007,0.07,20.836,0.073,20.574,0.056,20.176,0.023,19.91,0.034
8.8549162,11.4078227,0.007,0.005,20.287,0.021,19.743,0.009,19.515,0.009,19.419,0.017,19.353,0.084
8.8549175,11.4695208,0.013,0.003,19.147,0.011,18.72,0.006,18.558,0.008,18.489,0.009,18.55,0.038
8.8549198,11.7415318,0.002,0.001,15.699,0.004,15.079,0.007,14.756,0.007,14.624,0.003,14.518,0.006
8.8549237,11.7818572,0.003,0.002,16.204,0.003,15.397,0.004,15.088,0.002,14.977,0.003,14.864,0.003
8.8549262,11.8348789,0.004,0.002,13.479,-999,13.234,-999,13.184,-999,13.271,0.005,13.237,0.003
8.8549276,11.8959252,0.007,0.003,20.798,0.027,19.534,0.008,18.441,0.01,18.003,0.01,17.788,0.013
8.854934,12.2785445,0.003,0.003,18.091,0.004,17.249,0.004,16.896,0.002,16.771,0.006,16.674,0.007
8.8549375,11.320722,0.116,0.052,21.352,0.173,21.528,0.072,20.795,0.029,20.288,0.037,19.725,0.158
8.8549461,11.5219038,0.006,0.004,20.893,0.022,19.687,0.007,18.551,0.005,18.065,0.006,17.815,0.012
8.8549645,11.6272246,0.01,0.003,18.125,0.006,17.042,0.003,16.578,0.002,16.381,0.004,16.227,0.002
8.8549716,12.0544935,0.014,0.017,21.688,0.066,20.736,0.035,20.466,0.044,20.226,0.038,19.942,0.106
8.854974,11.5431176,0.021,0.016,21.619,0.092,21.079,0.044,20.654,0.041,20.359,0.058,20.174,0.157
8.8549915,11.8737937,0.003,0.003,18.674,0.007,18.059,0.004,17.805,0.004,17.708,0.007,17.627,0.005
8.8549915,12.2438018,0.033,0.019,20.826,0.057,20.529,0.06,20.122,0.031,20.174,0.059,19.968,0.088
8.8549946,11.7650542,0.009,0.004,12.852,-999,12.552,-999,12.477,-999,12.479,-999,12.484,0.003
8.8550102,11.441375,0.004,0.002,13.428,0.001,13.234,-999,13.109,-999,13.016,0.007,13.001,0.003
8.8550105,12.0579799,0.016,0.017,21.995,0.2,21.696,0.034,20.625,0.014,20.113,0.03,19.611,0.057
8.855017,11.4621584,0.005,0.005,20.855,0.042,19.795,0.009,19.013,0.006,18.624,0.009,18.441,0.037
8.8550213,11.6740067,0.01,0.009,21.761,0.1,20.702,0.042,19.976,0.016,19.564,0.027,19.363,0.037
8.8550241,11.7112412,0.011,0.01,21.681,0.091,20.319,0.061,19.919,0.034,19.714,0.033,19.443,0.032
8.855025,11.715201,0.008,0.005,13.527,0.001,13.262,-999,13.133,-999,13.037,0.01,13.019,0.003
8.8550283,11.6573952,0.034,0.024,20.997,0.062,20.45,0.072,20.32,0.088,20.21,0.037,19.873,0.045
8.8550321,11.4367549,0.029,0.027,21.843,0.172,21.286,0.056,20.56,0.058,20.311,0.063,19.738,0.023
8.8550477,11.7792106,0.005,0.005,19.803,0.004,19.178,0.018,18.958,0.009,18.884,0.012,18.796,0.021
8.855051,11.9351516,0.01,0.008,19.562,0.005,18.327,0.005,17.529,0.005,17.173,0.005,16.977,0.01
8.855068,11.4599024,0.004,0.003,20.218,0.034,18.988,0.004,18.247,0.003,17.885,0.004,17.692,0.015
8.8550683,11.6618167,0.005,0.006,19.12,0.006,18.018,0.016,17.425,0.012,17.161,0.003,16.99,0.007
8.8550697,11.8387951,0.004,0.001,14.519,0.003,14.117,0.000669,13.991,0.001,13.947,0.003,13.893,0.004
8.8550749,11.6915594,0.007,0.003,16.242,0.002,15.599,0.004,15.374,0.005,15.291,0.001,15.226,0.004
8.8550903,11.723654,0.007,0.002,13.608,0.001,13.427,-999,13.295,-999,13.192,0.006,13.159,0.003
8.8551086,11.5435191,0.014,0.015,21.879,0.096,20.92,0.055,20.559,0.027,20.261,0.062,20.108,0.027
8.8551094,11.6844911,0.004,0.002,17.292,0.009,16.239,0.014,15.769,0.002,15.575,0.002,15.439,0.004
8.8551109,11.5803835,0.007,0.006,20.436,0.02,19.938,0.007,19.716,0.014,19.682,0.02,19.496,0.025
8.8551113,11.6427169,0.003,0.003,20.691,0.023,19.441,0.008,18.064,0.005,17.45,0.004,17.153,0.01
8.8551114,11.753398,0.047,0.052,21.405,0.077,20.236,0.043,19.366,0.027,18.873,0.041,18.019,0.011
8.8551398,12.0336266,0.003,0.003,17.349,0.003,16.469,0.002,16.138,0.002,16,0.005,15.914,0.006
8.8551469,11.8226348,0.042,0.085,12.904,-999,12.56,-999,12.434,-999,12.387,-999,12.354,0.003
8.8551558,11.8373076,0.003,0.001,15.993,0.002,15.221,0.002,14.947,0.007,14.836,0.003,14.736,0.004
8.8551565,11.3888364,0.027,0.019,22.294,0.181,21.899,0.062,20.917,0.051,20.458,0.046,20.072,0.154
8.855173,11.539642,0.007,0.007,20.244,0.043,19.503,0.018,19.177,0.029,19.018,0.034,18.826,0.028
8.8551788,11.6526675,0.014,0.006,21.707,0.07,20.677,0.023,19.356,0.008,18.785,0.009,18.451,0.014
8.8551793,11.4940395,0.012,0.009,22.076,0.035,21.081,0.029,19.921,0.03,19.363,0.021,18.95,0.027
8.8551843,11.6850811,0.026,0.007,20.544,0.043,19.321,0.007,18.459,0.006,18.084,0.005,17.849,0.01
8.8551868,11.676861,0.002,0.009,14.227,0.002,13.915,0.003,13.808,0.005,13.802,0.002,13.775,0.002
8.8551872,11.7840823,0.027,0.074,12.984,-999,12.42,-999,12.18,-999,12.055,-999,12,0.001
8.855193,11.5643282,0.033,0.031,22.094,0.111,21.395,0.065,20.998,0.047,20.776,0.088,20.322,0.132
8.8551977,11.9304686,0.024,0.003,14.321,0.006,13.955,0.003,13.863,0.000919,13.864,0.002,13.835,0.005
8.855207,12.0089879,0.009,0.004,20.052,0.013,18.788,0.007,17.89,0.006,17.469,0.01,17.279,0.014
8.8552095,11.6865861,0.003,0.001,16.27,0.002,15.906,0.001,15.765,0.004,15.746,0.003,15.72,0.004
8.8552113,11.8551872,0.014,0.02,13.35,-999,12.814,-999,12.607,-999,12.512,-999,12.457,0.005
