#AGE= 1.000 EEPS=272
#EEP M/Mo LogTeff LogG LogL/Lo open gp1 rp1 ip1 zp1 yp1 wp1
228 2.018275 3.6943 2.7854 1.6879 0.4923 1.1371 0.5179 0.2839 0.1948 0.1534 0.5839
229 2.018434 3.6934 2.7676 1.7021 0.4582 1.1077 0.4847 0.2488 0.1585 0.1168 0.5506
230 2.018620 3.6924 2.7469 1.7187 0.4182 1.0731 0.4458 0.2079 0.1163 0.0739 0.5117
231 2.018839 3.6911 2.7232 1.7375 0.3730 1.0343 0.4019 0.1613 0.0683 0.0252 0.4676
232 2.018996 3.6903 2.7062 1.7512 0.3401 1.0057 0.3697 0.1276 0.0336 -0.0100 0.4355
233 2.019195 3.6892 2.6850 1.7682 0.2994 0.9708 0.3302 0.0859 -0.0094 -0.0537 0.3958
234 2.019367 3.6883 2.6663 1.7831 0.2635 0.9397 0.2953 0.0491 -0.0474 -0.0922 0.3608
235 2.019545 3.6874 2.6476 1.7982 0.2275 0.9088 0.2603 0.0122 -0.0855 -0.1309 0.3258
236 2.019719 3.6864 2.6293 1.8128 0.1925 0.8788 0.2262 -0.0237 -0.1226 -0.1685 0.2917
237 2.019924 3.6854 2.6075 1.8302 0.1506 0.8427 0.1855 -0.0667 -0.1668 -0.2134 0.2509
238 2.020101 3.6844 2.5889 1.8452 0.1150 0.8124 0.1510 -0.1032 -0.2045 -0.2517 0.2162
239 2.020298 3.6833 2.5679 1.8619 0.0751 0.7781 0.1122 -0.1442 -0.2469 -0.2947 0.1774
240 2.020485 3.6824 2.5482 1.8777 0.0373 0.7458 0.0755 -0.1830 -0.2868 -0.3353 0.1406
